datasource	domain	setid	srclang	trglang	src	ref1	ref2	ref3
cwmt2009	ce-news	zh_en_news_trans	zh	en	记者从警方了解到，事故中的男性死者叫宫晓吉，是九十中学七年级某班学生家长，在国贸民航售票处工作，事发时正在学校门口接孩子放学。	The reporter learned from the police that the name of the man who died in the accident was Gong Xiaoji, father of a student in a class of the seventh grade of No. 90 Middle School, who worked in the ticket office of Civil Aviation Administration of China at International Trade Hotel and was waiting for his child when the accident happened.	The journalist learned from the police that the man who died from the accident was a parent of a student of Grade VII, No. 90 High School. He worked in the civil aviation ticket office in the International Trade Hotel. When the accident happened, he was to pick up his child at the school gate.	The reporter has learned from the police that the man who died in the accident is Gong Xiaojie, the parent of a student in a class at the 7th grade in No. 90 Middle School. He worked with the Booking Office of Civil Aviation Administration of China at International Trade Hotel. When the accident happened, he was picking up his child at the school gate.
cwmt2009	ce-news	zh_en_news_trans	zh	en	在被撞之前，他已接到孩子正准备离开。	Before being hit by the vehicle, he had picked up his child and was ready for leaving.	Before being hit by the car, he had picked up his child and was ready to leave.	Before being hit, he had picked up his child and was about to leave.
cwmt2009	ce-news	zh_en_news_trans	zh	en	警方勘察现场后发现，他所驾驶的摩托车已挂上一档，准备起车。	After examining the accident scene, the police found he had put his motorcycle into the first gear and was to start the motorcycle.	The police found after investigating the accident site that the motorcycle he drove had been moved into Grade I gear and was ready to go.	Through accident on-site investigation, the police found that the motor cycle gear change was enabled to take off.
cwmt2009	ce-news	zh_en_news_trans	zh	en	交警部门表示，经过现场勘查后确认，姜淑洁在事故中负有全部责任。	After the examination of the accident scene, the traffic police department indicated Jiang Shujie should accept full responsibility for the accident.	The traffic department said that Jiang Shujie was confirmed to bear the full responsibility in the accident with the on-site investigation.	The traffic police suggest that it has been confirmed through on-site investigations that Jiang Shujie should bear full responsibility for the accident.
cwmt2009	ce-news	zh_en_news_trans	zh	en	受伤学生均无生命危险	None of the injured students are in jeopardy of life.	All injured students face no life risk	None of the injured students was in life danger.
cwmt2009	ce-news	zh_en_news_trans	zh	en	事故后最先报警的人，是被卷入车底的学生高启睿。	The one who called the police earliest was Gao Qirui, a student who had got run over by the vehicle.	The first one reporting the accident to police after the accident was a student named Gao Qirui who was entangled underneath the car.	Gao Qirui, the student who was rolled under the vehicle, was the first one to call the police after the accident happened.
cwmt2009	ce-news	zh_en_news_trans	zh	en	昨日，在吉大一院一楼病房，高启睿坐在病床上精神很好，他表示，当时周围的人都在忙着抬车救人，自己被拖出来后先想到了报警，这样能尽量挽救同学们的生命。	Yesterday, in the ward on the first floor of the First Hospital of Jilin University, sitting in the patient bed and looking very well, Gao Qirui said the people around the car were busy lifting the vehicle to rescue the injured at that time, so after he was pulled out from under the car, he first thought of calling the police in order to save schoolmates' lives.	Yesterday Gao Qirui, in good spirit, was sitting in the sickbed of the first floor in the First Hospital of Jilin University. He said at that time people nearby were busy in moving the car and saving victims. When he was taken out, his first thought was to report to the police so as to save lives of his classmates.	Yesterday, in the ward on the first floor in No. 1 Hospital of Jilin University, Gao Qirui was sitting on his sick bed, in good spirits. He said that at the time, people around him were busy moving the vehicle to rescue the injured, and he first thought of calling the police after he was moved out, for it would save the lives of his schoolmates as many as possible.
cwmt2009	ce-news	zh_en_news_trans	zh	en	记者了解到，一位受伤较重的68岁的学生家长，昨日接受了长达7-8个小时的手术。	The reporter learned a severely injured 68-year-old guardian of a student received a 7-to-8-hour operation yesterday.	The journalist learned that a seriously injured parent, 68 years old, received an operation of 7-8 hours yesterday.	The reporter has learned that a student parent, aged 68 and suffering relatively severely, had a seven to eight hour long operation yesterday.
cwmt2009	ce-news	zh_en_news_trans	zh	en	据吉大一院副院长表示，目前所有住院的学生都没有生命危险，其中伤势最重的七年级五班男生刘琳的伤势也很稳定。	Vice president of the First Hospital of Jilin University indicated all of inpatient students were not in jeopardy of life and the condition of Liu Lin, the most severely injured student of the fifth class of the seventh grade, had been stabilized.	According to deputy president of the First Hospital of Jilin University, all the students in hospital had no risk of life. Liu Lin, a Grade VII student who was the most seriously injured, was in stable condition.	As stated by the Vice President of No. 1 Hospital of Jilin University, so far none of the hospitalized students' lives is in danger, and Liu Lin, the boy student in No. 5 Class at Grade 7 who suffered more severely than others, is in steady conditions now.
cwmt2009	ce-news	zh_en_news_trans	zh	en	当时，他身体被压在车下，是周围的家长和老师合力将车体抬起后将他救出的。	Then his body was trapped under the vehicle and the surrounding students' guardians and teachers made concerted efforts to lift the vehicle and to rescue him from under its wheels.	At that time, his body was pressed under the car and he was saved after the surrounding parents and teachers had uplifted the car jointly.	At that time, his body was pressed under the vehicle, and it was the parents and teachers around that made joint efforts to lift the vehicle body and saved him out.
cwmt2009	ce-news	zh_en_news_trans	zh	en	医生表示，多亏了车撞在刘琳身上时他及时倒地，否则要是被车头顶在墙上的话，会有生命危险。	A doctor said if Liu Lin hadn't fallen down in time the moment he was hit by the vehicle, he would have been pushed to the wall by the head of vehicle, and he would have been in jeopardy of life.	Thanks to his timely falling down when the car ran into him, otherwise Liu Lin would have life risk if he was pushed to the wall by the car head, according to a doctor.	The doctors pointed out that luckily, when hit by the vehicle, Liu Lin fell down in the right time, otherwise he might be in life's dangers if crushed against the wall by the car head.
cwmt2009	ce-news	zh_en_news_trans	zh	en	将加强对学校周边管理	The management over school's surroundings should be intensified	To enforce management of the school neighborhood	To Improve Management of School Surroundings
cwmt2009	ce-news	zh_en_news_trans	zh	en	记者从九十中学门前的监控录像上看，随着肇事车辆冲过，原本在校门前左侧的死者连人带车被撞到校门右侧。	The reporter saw from the video monitor recording at the gate of No. 90 Middle School that with the vehicle rushing into the crow, the decedent on the left side of the school gate was dashed by the vehicle to the right side together with his motorcycle.	From the monitor video over the gate area of No. 90 High School, the journalist saw the car that caused the accident dashed over and the decedent originally on the left side of the school gate was bumped to the right side.	The reporter observed from the surveillance video recorded in front of No. 90 Middle School that when the vehicle involved was dashing on, the deceased, on the left side of the school gate at the time, was hit to the right side of the school gate together with his motor cycle.
cwmt2009	ce-news	zh_en_news_trans	zh	en	同时，从屏幕上可以清晰地看到被撞倒的学生。	At the same time, on the screen, it can be clearly seen that students were dashed to the ground.	At the same time, the students who were run down can be seen clearly on the screen.	Meanwhile, it was clear on the video that the students were being knocked down.
cwmt2009	ce-news	zh_en_news_trans	zh	en	朝阳区有关领导表示，马上对学校周边环境进行治理，原来学校保安只负责管理校内的学生，今后，保安将管理校门前接送孩子的家长秩序，包括接送孩子的车辆。	The related leaders of Chaoyang District indicated they would improve the school's surroundings, and formerly, the school's guards only took charge of the management of students in school, but from now on, the guards would be responsible for maintaining the order of guardians who come to meet students, including the management of cars that are used to pick up students.	The relevant leaders of Chaoyang district said they are to immediately improve the neighborhood of the schools. The school guards were originally responsible for student management in the school. But from now on they will be responsible for the order of parents who are to send or pick up their children at the school gate, including vehicles.	Relevant leaders in Chaoyang District announced to put the school surroundings under management immediately. In the past, the school security guards were merely responsible for the management of students inside the campus, but from now on, they are also responsible for the management of orders of parents coming to pick up their children at the school gate, including the vehicles to pick up kids.
cwmt2009	ce-news	zh_en_news_trans	zh	en	昨日下午，记者赶到肇事车所属单位大唐吉林发电有限公司长春第三热电厂，相关工作人员表示，他们昨天中午已开了医疗费的支票，肯定会负责伤者的医疗费用。	On the afternoon of yesterday, the reporter went to Datang Changchun No. 3 Thermal Power Plant, which owned the vehicle causing the accident, and the relevant staff said they had paid the medical expenses by cheques for the injured people and they would take charge of the medical expenses by all means.	Yesterday afternoon, the journalist visited the third thermal power plant of Changchun, Datang Jilin Power Generation Co. Ltd., to which the car causing the accident belonged. The relevant workers said they had written a check for the medical expenses and would be borne the medical expenses of the injured.	Yesterday afternoon, the reporter came to Datang Jilin Power Generation Co., Ltd Changchun No. 3 Thermal Power Plant, the owner of the vehicle involved in the accident. Relevant employees stated that they had written a check for the medical expenses at noon, and would surely be responsible for the medical expenses for the injured.
cwmt2009	ce-news	zh_en_news_trans	zh	en	据校方表示，从学生意外伤害保险，车辆第三者责任险等险种的赔付上会给受伤学生家庭解决一部分困难，一定不会耽误受伤学生的治疗。	The school indicated the compensation from students' accident insurance, the third liability insurance of motor vehicles and other insurances could help solve some difficulties of students' families and the medical treatments of injured students by no means would be interrupted.	The school said the compensation from the accidental injury insurance and the third-party liability insurance would help solve some of the problems of the injured students. The medical treatment to the injured student must not be delayed.	According to the school administrators, payouts of student accident insurance, third party liability insurance of vehicles and other insurances would solve some difficulties for the families whose kids were injured and the medical treatment of the injured students would surely not be delayed.
cwmt2009	ce-news	zh_en_news_trans	zh	en	据了解，九十中学已垫付了部分医疗费用，并给每个受伤学生1000元的慰问金。	According to sources, the No. 90 Middle School has paid partial medical expenses for students and has given each injured student 1,000 yuan of consolation.	It is learned that No. 90 High School has paid part of the medical expenses for the injured and given 1,000 yuan of consolation to each of the injured students.	It is learned that No. 90 Middle School has paid advance for part of the medical expenses, and offered RMB1,000 Yuan consolation money to each injured student.
cwmt2009	ce-news	zh_en_news_trans	zh	en	将对受害学生做心理辅导	To offer psychological counseling to injured students	Psychological assistance to injured students	To Provide Psychological Counseling to Students Involved
cwmt2009	ce-news	zh_en_news_trans	zh	en	死者女儿的舅舅吴先生说，看到爸爸发生车祸后，孩子一直在哭，并不断自责“如果不是去接我，爸爸也不会发生这样的事情”。	Mr. Wu, the decedent's daughter's uncle, said since seeing her father was involved in the accident, the girl had been crying and repeatedly reproaching herself "if not for picking me up, my dad would not have been involved in the traffic accident".	Mr. Wu, uncle of the decedent's daughter, said after seeing the car accident, the kid was crying all the time and blaming herself "if not for picking me up, daddy would not have met such a thing."	Mr. Wu, the uncle of the girl whose father died, said that after seeing the car accident happening to her father, the child kept crying and blaming herself that "my father would not have had such an accident had he not come to pick me up".
cwmt2009	ce-news	zh_en_news_trans	zh	en	大人一直在她身边看护，“就怕她心里负担太大，有啥想不开的。”	Her adult relatives are looking after her, and they said: "we worry that she can't withstand such psychological burden and even commit suicide."	The elders were nursing her, "Fearing she has too heavy mental burden and taken things too hard."	Adults had been caring for her all the time, "fearing that she might be mentally overburdened and take it too much."
cwmt2009	ce-news	zh_en_news_trans	zh	en	昨日下午，记者在吴先生家见到了女孩，她眼睛红肿的厉害，见到陌生人也没多看一眼。	On the afternoon of yesterday, the reporter saw the girl at Mr. Wu's, her eyes were red and swollen and didn't take a second look at strangers.	Yesterday afternoon, the journalist saw the girl at Mr. Wu's. With eyes flare, she turned a blind eye to the stranger.	Yesterday afternoon, the reporter met the girl at Mr. Wu's house. Her eyes were quite red and swollen, and she did not give a further glance at the stranger.
cwmt2009	ce-news	zh_en_news_trans	zh	en	九十中学的校领导和吉大一院的领导均表示，等受伤学生伤情一稳定，将马上开展有针对性的心理辅导，以免在孩子的心理留下阴影。	Leaders of No. 90 Middle School and the First Hospital of Jilin University said after the condition of injured students stabilized, they would provide the appropriate psychological counseling to those students in order to get rid of the possible psychological shadow over them.	Leaders of both No. 90 High School and the First Hospital of Jilin University said when the injured students were in stable condition, pertinent psychological assistance would be carried out so as to prevent any cloud in the children's mind.	The leaders of No. 90 Middle School and leaders of No. 1 Hospital of Jilin University all stated that once the conditions of injured students were stabilized, they would immediately launch pointed psychological counseling services so as not to leave shades on the kids' minds.
cwmt2009	ce-news	zh_en_news_trans	zh	en	死者是家中的顶梁柱	The decedent was the pillar of the family	The decedent was pillar of the family	Deceased, Pillar of Family
cwmt2009	ce-news	zh_en_news_trans	zh	en	吴先生说，考虑到孩子每天经过学校的大门口时会想起死去的父亲，学校已经表态，可以给她办理转学，但要等孩子的情绪稳定后，征求她及其家属的意见。	Mr. Wu said taking into consideration that the girl might recall her father when passing the school gate, the school indicated the girl could be transferred to another school but the transfer shouldn't be made until the girl's mood was stabilized and it also should be based on the girl's guardian's opinions.	Considering the child would think of her dead father when passing through the school gate everyday, the school said it could help her transfer to another school, said Mr. Wu. But the school will solicit opinions from the child and her family when she gains emotional stability	Mr. Wu said that considering that the kid would think of her deceased father when she passed the school gate, the school had declared that it could have her transferred, but it would wait until the kid's moods are stabilized and ask for the opinions of the kid and the family.
cwmt2009	ce-news	zh_en_news_trans	zh	en	而宫家只有宫晓吉这一个儿子，他去世后，长辈的养老问题，抚养孩子的问题，一下子全落到了宫晓吉妻子的身上。	Gong Xiaoji was the only son of Gong's family. After Gong Xiaoji died, the burdens of supporting his old parents and young daughter have to be shouldered by his wife.	The Gongs only had one son Gong Xiaoji. After his death, the responsibility of supporting the elder generation of the family and the child fell onto Gong Xiaoji's wife alone.	As for the Gong family, there was just a son, Gong Xiaoji. After he passed away, the burdens of supporting the old and raising the kid, all of a sudden, falls onto the shoulder of Gong Xiaoji's wife.
cwmt2009	ce-news	zh_en_news_trans	zh	en	吴先生说，他妹妹身体不好，没有工作，家里的经济来源都靠宫晓吉一个人。	Mr. Wu said his younger sister's physical condition wasn't well and didn't have a job so that all her family's income was earned by Gong Xiaoji alone.	Mr. Wu said his younger sister was not well and out of employment. Gong Xiaoji is the only economic source of the whole family.	Mr. Wu claimed that his sister's body was not well, and had no job. All the economic sources for the family came from Gong Xiaojie alone.
cwmt2009	ce-news	zh_en_news_trans	zh	en	全家人都非常担心她们母女未来的生活，吴先生希望事故尽快处理完毕，给死者和家属一个交待。	All family members worry about the future life of the widow and her daughter and Mr. Wu hopes the accident can be addressed as soon as possible in order to give some compensation to the decedent and his family.	All of them worried about the future life of the mother and the daughter. Mr. Wu wished the accident shall be dealt with as soon as possible and do justice to the decedent and his family.	The whole family was quite worried about the life of the mother and daughter in the future. Mr. Wu hoped that the accident would be handled as soon as possible, and justice should be done to the deceased and the family.
cwmt2009	ce-news	zh_en_news_trans	zh	en	地震一周年之际的北川祭奠，鲜花比以往任何时候都要多。	At the memorial ceremony for the first anniversary of the earthquake in Beichuan, there are more flowers than ever before.	At the first anniversary memorial ceremony of Beichuan earthquake, there are more flower than any other time	More Flowers Than Ever Before in History for Worships in Beichuan at 1st Anniversary of Earthquake
cwmt2009	ce-news	zh_en_news_trans	zh	en	5月10日13时刚过，前来祭奠的车辆已经从老县城入口处停到了3公里外的凉风垭羌寨。	It is just over 13:00 on May 10, and the line of parking vehicles that come to participate in the memorial ceremony has stretched about three kilometers from the entrance of old county to Liangfengya Qiang Village.	Just past 13:00, May 10, the vehicles for the memorial ceremony have lined up from the entrance of the old county seat to Liangfengya Qingzhai, 3km away from the entrance.	Right after 13:00 on May 10th, the vehicles coming to pay worships had parked from the entrance to the old county to Liangfengya Qiang Village three kilometers away.
cwmt2009	ce-news	zh_en_news_trans	zh	en	一束束被捧在手上的黄色和白色的菊花，汇成了河流，静静向北川流淌。	Numerous bunches of yellow and white chrysanthemums held in the people's hands make up a river quietly flowing into Beichuan.	The yellow and white chrysanthemum bouquets brought by the visitors form a river, flowing to Beichuan quietly	Bouquets of yellow and white chrysanthemum flowers, held in hand, turned into a river, flowing quietly to Beichuan.
cwmt2009	ce-news	zh_en_news_trans	zh	en	从5月10日下午至13日，为方便群众祭奠亲人，北川老县城连续开禁4天。	From the afternoon of May 10 to May 13, to help people conveniently hold memorial ceremonies for their deceased relatives in the earthquake, the old Beichuan county is reopened to the public four days in a row.	From the afternoon of May 10 to May 13, the ban on the old county seat of Beichuan will be lifted for four days in a row so that the people can offer sacrifice to their dead relatives.	From the afternoon of May 10th to 13th, to make it convenient for people to hold the memorial ceremony for their relatives, the old county of Beichuan was opened for four days.
cwmt2009	ce-news	zh_en_news_trans	zh	en	今天是北川地震遗址开放接受居民祭奠的第一天，气温随着人流的增多逐渐上升。	Today is the first day of opening the Beichuan earthquake site to accept residents' memorial ceremonies and the air temperature is rising with the number of people increasing in Beichuan.	Today is the first day that Beichuan earthquake relics is open for the citizens to hold a memorial ceremony. The temperature rises gradually with increasing visitors.	It is the first day that the earthquake relics in Beichuan are opened to the public for memorial ceremonies. The temperature rises gradually with the increase of people.
cwmt2009	ce-news	zh_en_news_trans	zh	en	细心的北川民警们在维护秩序的同时，不忘搬来一箱箱矿泉水，免费发给前来祭奠的居民。	While the considerate policemen of Beichuan maintain the order, they didn't forget to bring many boxes of mineral water to hand out for free to the residents, who have come to hold memorial ceremonies for their deceased relatives.	While maintaining the order, the considerate policemen of Beichuan did not forget to bring boxes of bottled mineral water and offer the bottles of water to the citizens for the memorial ceremony free of charge.	Considerate police in Beichuan, while maintaining the orders, did not forget to bring cases of bottled mineral water to distribute for free to the people coming for memorial ceremonies.
cwmt2009	ce-news	zh_en_news_trans	zh	en	一个简单的递水动作，往往能让悲伤的眼神、僵硬的面庞多出一丝柔和。	A simple motion of passing the water usually can slightly soften the sorrowful eyes and stiff expressions.	A simple act of handing over the bottled water often makes the woeful eyes and rock-bound face turn tender.	A simple act of passing the water always adds some tenderness to the sad eyes and stiff faces.
cwmt2009	ce-news	zh_en_news_trans	zh	en	望乡台、北川县政府、北川汽车站等遗址前已经摆满了鲜花，前来祭奠亲人的居民，甚至前来采访的媒体记者，都会先在废墟前献上一束花。	Plenty of flowers have been put in front of several earthquake sites, including the Tower of Hometown-Viewing, Beichuan County Government building and Beichuan Bus Station. The residents, who come to hold memorial ceremonies, and even journalists, who come to cover the memorial ceremony, would like to leave a bunch of flowers on the relics.	The relics of Wangxiangtai, government location of Beichuan county and Beichuan Bus Station have been furnished with fresh flowers. The citizens holding memorial ceremony for their relatives, and even the journalists who come for interviews, will present a bunch of flowers before the relics.	In front of the relics of Watching-home Town, government of Beichuan county, and Beichuan bus station, flowers are spread. People coming to hold memorial ceremonies for relatives, and even media reporters coming for reporting, all first present a bouquet of flowers in front of the relics.
cwmt2009	ce-news	zh_en_news_trans	zh	en	几个新修建的水泥槽，是方便人们燃放鞭炮、敬上香烛和纸钱的地方。	Some newly built cement troughs enable people to easily set off firecrackers, light up incenses and candles and burn the coin-shaped paper for paying homage to the dead.	Several newly built cement troughs are the places for the people to set off fireworks and present joss sticks, candles and paper banknote made in the form of coins.	A couple of newly constructed cement tubs are convenient places for people to shoot off firecrackers, burn incenses and joss paper.
cwmt2009	ce-news	zh_en_news_trans	zh	en	几座废墟的墙上，刷上了巨大的黑底白字的标语：“沉痛悼念‘5·12’汶川大地震遇难同胞”，提醒着人们地震周年的到来。	On several obsolete walls, the slogan of "deeply mourning for the deceased fellowmen in the Wenchuan Earthquake" has been brushed in the white paint under the black backgrounds, which marks the coming of the first anniversary of the earthquake.	On the walls of the relics are printed with the huge black-and-white slogan "Mourning the deceased fellowmen from Wenchuan earthquake on May 12."	On a few discarded walls, big white slogans with a black background have been brushed, "Deep Grief for Victims of 5.12 Wenchuan Earthquake", to remind people of the coming of the anniversary of the earthquake.
cwmt2009	ce-news	zh_en_news_trans	zh	en	与一个月前的清明祭奠相比，今天的北川老县城不见了警戒线，维持秩序的干警们散落在各处废墟前，尽量站在不遮挡视线的地方。	Compared with the memorial ceremony on Qingming Festival one month ago, the cordons can't be seen anymore in today's old Beichuan county and the policemen who come to maintain the order are scattered in front of relics in order not to block people's lines of sight.	Compared with the memorial ceremony on the Tomb-sweeping Day one month ago, today the old county seat of Beichuan has no security line. The policemen maintaining orders stand here and there before the relics, avoiding being in the way of sight.	Compared with the memorial ceremonies held a month ago on Tomb-sweeping Day, no cordon is seen around the old county of Beichuan. Police to maintain the orders are spread in front of the relics and paying attention not to stand at places where the visions might be interrupted.
cwmt2009	ce-news	zh_en_news_trans	zh	en	很少有人过于靠近废墟，遗址里随处都有这样的标语牌提醒着人们：亲人们已经安息，忍心去打扰他们吗？	Few people come too near to the relics. Many placards are placed on the earthquake sites to remind people: your relatives are at rest, do you want to disturb them?	Few people come too close to the relics. There are signs here and there in the relics reminding visitors: they have rested in peace, will you have the heart to disturb them?	Few are getting too close to the relics. In the relics, slogans are seen everywhere to remind the people that the relatives have rested in peace, do you have the heart to disturb them?
cwmt2009	ce-news	zh_en_news_trans	zh	en	今天是母亲节。	Today is Mother's Day.	Today is the Mother's Day	It is the Mother's Day.
cwmt2009	ce-news	zh_en_news_trans	zh	en	19岁的郑成蓉从就读的绵阳职业技术学校赶来给母亲献上一束白色的菊花。	Zheng Chengrong, aged 19, comes from Mianyang Vocational and Technical School, where she is educated, to present a bunch of white chrysanthemums to her deceased mother.	Zheng Chengrong, 19, came from Mianyang Vocational and Technical School where she studies to present a bundle of white chrysanthemums to her mother.	Zheng Chengrong, 19 years old, comes from Mianyang Vocational and Technical School where he studies to present a bouquet of white chrysanthemums to her mother.
