datasource	domain	setid	srclang	trglang	src	ref1	ref2	ref3
cwmt2008	ce-news	zh_en_news_trans	zh	en	记者发现，他的杂货店墙上，就悬挂着胡、温握手的画像。	The reporter noticed that on the wall of his grocery shop there hung the portrait of Hu and Wen shaking hands.	The journalist discovered that a wall in his grocery store was hanging the picture of Hu and Wen.	The reporter found that on his store wall was the figure of the handshaking scene between Hu and Wen.
cwmt2008	ce-news	zh_en_news_trans	zh	en	陈兴贵的杂货铺位于通往北川县城的公路旁，这段日子以来，进出北川城的中央领导人车队都从杂货店前经过。	Chen Xinggui's grocery shop was located along the road to Beichuan; during these days, central government leaders visiting and leaving Beichuan all had to pass this grocery shop.	The grocery store of Chen Xingui is located beside the road leading to Beichuan County. During this period, the fleet of leaders from the Central Government going in and out of Beichuan County will pass by the grocery store.	Since Chen Xinggui's grocery store is by the highway to Beichuan Town, it has witnessed the vehicle procession of the central leaders entering and leaving Beichuan Town in recent years.
cwmt2008	ce-news	zh_en_news_trans	zh	en	5月14日，地震后第二天，听说温家宝总理到北川县城视察，他一大早就步行到县城，想亲眼看看温总理。	On May 14th, the second day after the earthquake, upon hearing the news that Premier Wen Jiabao was inspecting Beichuan, he walked to the town early in the morning in order to see Premier Wen.	On May 14, the second day after the earthquake, he was told that Premier Wen came to inspect Beichuan County, so he walked to the county seat early in the morning, hoping to see Premier Wen personally.	Having heard that Premier Wen Jiabao would inspect Beichuan Town in person on May 14, the second day following the earthquake, he arrived at the town on foot early in the morning to see Premier Wen for himself.
cwmt2008	ce-news	zh_en_news_trans	zh	en	他说：“温总理到北川县城视察时，一名伤者经过，他立即让路，让病人先走。我看了非常感动。”	He said: "When Premier Wen was inspecting Beichuan town, an injured person passed by and he (Premier Wen) immediately made way for the injured person to go first. I was very touched seeing it."	He said, "When Premier Wen was inspecting Beichuan County, an injured passerby walked pass him. He then made way immediately for the injured passerby to walk pass first. I was very touched when I saw this."	He said, "When Premier Wen was inspecting Beichuan Town and a wounded person passed by, he gave way to the wounded at once. I was deeply moved."
cwmt2008	ce-news	zh_en_news_trans	zh	en	说完他的眼圈就红了，声音有些哽咽。	After saying this, his eyes turned red and his voice choked a little.	After saying this, his eyes turned red and his voice was sobbing.	His eyes became moist and he choked with sobs when saying that.
cwmt2008	ce-news	zh_en_news_trans	zh	en	他接着说：“这次特大地震后，温总理当天就来到灾区，之后胡总书记也来到灾区，亲自指挥抗震救灾。他们是值得我们尊敬的领袖，悬挂画像是要表达我们对他们的感激和爱戴之情。”	He then said: "After this major earthquake, Premier Wen came to the disaster areas on the same day and Secretary Hu came later as well to lead the disaster relief in person. They are worthy leaders whom we respect, and hanging the portrait is to express our gratitude and admiration for them."	He continued, "Premier Wen came to the disaster zone right on the day of the great earthquake, and General Secretary Hu also came soon after and directed the disaster relief efforts personally. They are leaders who are worthy of our respect. Hanging the pictures is an expression of our thanksgiving and love.	He went on: "After the extra large earthquake, Premier Wen came to the quake-hit areas on the very day; following that, Secretary General Hu also came to the quake-hit areas to command the rescue and relief in person. Both of them are the leaders deserving our respect and we hang their figure to show our gratitude and love for them."
cwmt2008	ce-news	zh_en_news_trans	zh	en	加拿大总理夏巴在4月表示他不会参加北京奥运开幕式，在那个时候，他似乎有人作伴。	Canada's Prime Minister Stephen Harper said in April that he would not attend the opening ceremony of the Beijing Olympics. At that time, he seemed to have people backing up his decision.	Prime Minister Harper of Canada announced in April that he will not take part in the opening ceremony of Beijing Olympics. At that time, it seemed that many people joined him.	Canadian Prime Minister Stephen Harper expressed in April that he would not attend the opening ceremony of Beijing Olympics. At that time, he seemed to have companions.
cwmt2008	ce-news	zh_en_news_trans	zh	en	但眼看奥运还有一个月就要举行了，我们的总理看起来越来越孤单。	But now there is only a month left till the Olympics, our Prime Ministry is looking increasingly lonely.	Olympics will be held in one month. However, our Prime Minister seems to be more and more isolated.	The Olympics will be held in a month, and our premier looks more and more lonely.
cwmt2008	ce-news	zh_en_news_trans	zh	en	可能是时候重新考虑他的决定了。	Perhaps it is time for him to reconsider his decision.	Perhaps it is time to reconsider his decision.	Maybe it is the time to reconsider his decision.
cwmt2008	ce-news	zh_en_news_trans	zh	en	在过去三个月，中国的环境发生了多大的变化确实是个值得商榷的问题。	In the past three months, just how much change China's environment has undergone is indeed a debatable issue.	It is indeed debatable whether the environment of China has changed much over the past three months.	It is really a question worth discussing that how great changes in China's environment have taken place over the past three months.
cwmt2008	ce-news	zh_en_news_trans	zh	en	那些期望中国在准备接待世界之时大大改变自己的行为的人们可能感到失望。	Those who expect China to change its behaviors greatly before receiving the world may be disappointed.	Those people who expected China to change its behaviors greatly during its reception of the world will probably be disappointed.	Those that expect China will dramatically change her conducts when preparing to receive the world may be disappointed.
cwmt2008	ce-news	zh_en_news_trans	zh	en	但是，其他西方国家的领导人似乎得出以下结论：接触中国比孤立中国好。	However, other Western leaders seem to have come to this conclusion: it is better to embrace China than to isolate it.	However, other western leaders seemed to conclude that it is better to be in contact with China than to isolate it.	But the leaders of other Western countries seem to draw the following conclusion: it is better to contact China rather than isolate her.
cwmt2008	ce-news	zh_en_news_trans	zh	en	美国总统布什上周宣布将参加奥运开幕式。	U.S. President George W. Bush announced last week that he would attend the Olympic Opening Ceremony.	Last week, President Bush announced that he was going to participate in the Olympic opening ceremony.	US President Bush announced last week he would attend the opening ceremony of the Olympics.
cwmt2008	ce-news	zh_en_news_trans	zh	en	法国总统萨尔科奇在今年春季的时候似乎还准备抵制，但据说他现在也计划参加。	French President Nicholas Sarkozy seemed to be resisting earlier this spring, but it is said that he now plans to attend.	President Sarkozy of France seemed to be prepared to boycott the opening ceremony during spring this year, but now it was said that he also intends to attend the opening ceremony.	French President Nicholas Sarkozy seemed to boycott the Beijing Olympics this spring, but it is said now that he is going to attend the ceremony.
cwmt2008	ce-news	zh_en_news_trans	zh	en	虽然并非所有的欧洲领袖都确认自己会出席，但发送集体信息的希望不大了。	Although not all European leaders have confirmed their attendance, the hope of sending a collective message is now little.	Although not all European leaders confirmed that they will attend the opening ceremony, but it has little hope to deliver a collective message.	Although not all of the European leaders have confirmed their attendance, the hope to deliver a collective information is little.
cwmt2008	ce-news	zh_en_news_trans	zh	en	如果夏巴企图自己传达信息，那意义不大。	If Harper attempts to send this message on his own, the effort is meaningless.	It is meaningless if Harper tries to deliver the message on his own.	It is meaningless that Harper attempts to deliver the information by himself.
cwmt2008	ce-news	zh_en_news_trans	zh	en	他之前坚称他计划的缺席和人权无关，这种说法很可疑，特别是因为他在宣布决定的当天阐述了他的关切。	Though he insisted previously that his planned absence had nothing to do with human rights, the statement was suspicious, especially as he voiced his concern the same day as he announced his decision.	He insisted that his initial intention of being absent had nothing to do with human rights. Such claim was really questionable, especially because he elaborated his concerns on the day which he announced his decision.	Previously he declared firmly that his planned absence had nothing to do with human rights, which was doubtable because he stated his concern on the very day he announced his decision.
cwmt2008	ce-news	zh_en_news_trans	zh	en	但他出席与否对北京的大戏而言没有多大关系；如果说有什么关系的话，那只能是令加拿大与世界一个新兴经济体之间的关系紧张，从而损害加拿大的利益。	But whether he attends has little effect on Beijing; if there has to be an effect, it can only be tightened tension between Canada and a new emerging World economy, which harms the interests of Canada.	It does not matter to this great event of Beijing whether he takes part or not. If there is something that really matters, it can only be that Canada's relationship with a new uprising power in the world is becoming tense, thus damaging the interests of Canada.	Actually it has little relations with Beijing's grand event whether he attends the ceremony or not; if the relations do exist, it will only create the tension between Canada and a world newly-rising economic body and further damage the interest of Canada.
cwmt2008	ce-news	zh_en_news_trans	zh	en	而且当中国奋力调和它的自由市场经济转变与专制管治的关系，当其他世界领导人试图在关键时刻发挥他们的影响力，夏巴可能面临被边缘化的风险。	In addition, China is trying its best to adjust the relationship between its free market economy and authoritarian rule. While other world leaders are trying to play a role in this critical time, Harper is facing the risk of being marginalized.	Moreover, when China is trying hard to smoothen the relationship between its free market economy transformation and its autocratic rule, and when other leaders in the world are trying to extend their influence, Harper may be facing the danger of being segregated.	Shaper may face the marginalized risk when China strives to reconcile the relations between the free market economic transformation and autocratic governance and other world leaders attempt to play their influence at the moment of truth.
cwmt2008	ce-news	zh_en_news_trans	zh	en	如果夏巴还有别的理由缺席奥运开幕式，他应该清楚说出来，而不是任由别人猜测。	If Harper has other reasons for being absent from the Olympic Opening Ceremony, he should state it clearly instead of letting others to speculate.	If Harper has other reasons to be absent, he should reveal them clearly, instead of letting others to guess.	Sharper should speak it out clearly if he has other reasons for his absence from the opening ceremony of the Olympics, and he shouldn't let others guess.
cwmt2008	ce-news	zh_en_news_trans	zh	en	否则，他就应该加入布什、萨尔科奇及其他世界领袖的行列，出席开幕式。	Otherwise, he should join Bush, Sarkozy and other world leaders to attend the Opening Ceremony.	Or else, he should join President Bush, Sarkozy and other leaders in the world in the opening ceremony.	Otherwise, he should enter the rank of Bush, Sarkozy and other world leaders and attend the opening ceremony.
cwmt2008	ce-news	zh_en_news_trans	zh	en	孤立中国的希望已经消散，他反而可能孤立加拿大。	The hope to isolate China has faded; instead, his action might isolate Canada.	The hope to isolate China is already shattered, while he will cause Canada to be isolated instead.	His hope to isolate China has dispersed; instead, it is more likely to isolate Canada.
cwmt2008	ce-news	zh_en_news_trans	zh	en	如果他要传达信息，他最好在北京传达。	If he wants to communicate a message, he should best do it in Beijing.	If he wants to convey some message, it would be better for him to do it in Beijing.	If he wants to deliver the information, he had better do it in Beijing.
cwmt2008	ce-news	zh_en_news_trans	zh	en	2008年7月8日  正在加拿大魁北克举行的第32届世界遗产大会宣布，中国江西三清山风景名胜区被列入《世界遗产名录》。	On July 8, 2008, the 32nd Session of the World Heritage Committee being held in Quebec, Canada announced that Mount Sanqingshan National Park in Jiangxi, China is to be inscribed on the World Heritage List.	On July 8, 2008, the 32nd World Inheritance Conference, which was held in Quebec, Canada, announced that Sanqing Mountain, a well-known scenic spot, was included in the "World Heritage List".	The 32nd World Heritage Conference held in Quebec, Canada announced on July, 8, 2008 that China's Jiangxi Sanqing Mountain had entered the World Heritage List.
cwmt2008	ce-news	zh_en_news_trans	zh	en	至此，中国今年提名的两个申请项目已经全部被批准。	To date, the two China sites nominated this year have both been inscribed.	By now, the two applications from China this year have all been approved.	Then, China's two nominated programs this year have all been approved.
cwmt2008	ce-news	zh_en_news_trans	zh	en	三清山景区位于江西省东北部，属于花岗岩地质，景区集中了形态各异的花岗岩石柱与山峰，气候条件独特，拥有雄奇险秀、云雾迷蒙、山青水碧的自然景观。	Mount Sanqingshan, located in the northeast of Jiangxi Province, has granite geology. The scenic area is concentrated with fantastically shaped granite pillars and peaks. The area is subject to unique climate and has an ever-changing and arresting landscape with bright halos on clouds, virescent forest, and numerous waterfalls.	The scenic spot of Sanqing Mountain, located at the northeastern part of Jiangxi Province, is granitic. The scenic spot is gathered with granite steles and granite hills of various shapes. Its climate condition is unique and it has a scenery of dangerous terrains,  foggy clouds, green mountains and blue waters.	Sanqing Mountain, located in northeast of Jiangxi Province, is granite geology. The spot has all kinds of granite pillars and peaks. The climate here is unique, and the spot is endowed with natural landscape that has grand and elegant views, foggy cloud and mist as well as green mountains and blue water.
cwmt2008	ce-news	zh_en_news_trans	zh	en	中国申报的另一个项目福建土楼此前已经被本届大会列入《世界遗产名录》。	Fujian Tulou, the other China site nominated, has already been inscribed on the World Heritage List earlier.	Another item applied by China, Fujian Tulou, was included in World Heritage List before this.	Prior to it, Fujian Earth Buildings (Tulou in Chinese)-another program China declared had been enrolled into the World Heritage List.
cwmt2008	ce-news	zh_en_news_trans	zh	en	这样，中国的世界遗产地总数已增加到37个。	As a result, the number of World Heritage sites in China has reached 37.	Therefore, the total number of World Heritage in China has now increased to 37.	Thus, the total of China's world heritage sites has grown to 37.
cwmt2008	ce-news	zh_en_news_trans	zh	en	第32届世界遗产大会于7月2日至10日在加拿大魁北克举行。	The 32nd Session of the World Heritage Committee is being held in Quebec, Canada from July 2-10.	The 32nd Session of the UNESCO World Heritage Committee was on July 2-10, in Quebec, Canada.	The 32nd World Heritage Conference will be held in Quebec, Canada from July 2nd to 10th.
cwmt2008	ce-news	zh_en_news_trans	zh	en	大会将审议会员国提交的47个世界遗产申报项目，并审核列入《濒危世界遗产名录》的30个世界遗产地的保护状况。	During the session, members of the Committee will examine the 47 cultural and natural sites submitted by the member countries for inscription on the World Heritage List as well as review the state of conservation of the 30 World Heritage sites inscribed on the List of World Heritage in Danger.	The conference will consider the 47 applications for world heritage presented by member states and assess the conservation conditions of the 30 world heritage sites which were listed in the List of World Heritage in Danger.	The conference will discuss the 47 declared programs for world heritage the member countries submit and examine the preservation of the 30 world heritage sites listed into the List of World Heritage in Danger.
cwmt2008	ce-news	zh_en_news_trans	zh	en	1972年11月，联合国教科文组织大会通过了《保护世界文化和自然遗产公约》。	On November 1972, the Convention on the Protection of the World Cultural and Natural Heritage was adopted by UNESCO.	In November 1972, the General Conference of UNESCO adopted the "Convention Concerning the Protection of the World Cultural and Natural Heritage".	In November, 1972, the UNESCO conference passed the Convention Concerning the Protection of the World Cultural and Natural Heritage.
cwmt2008	ce-news	zh_en_news_trans	zh	en	1976年，世界遗产委员会成立，并建立了《世界遗产名录》。	In 1976, the World Heritage Committee was set up and the World Heritage List was established.	In 1976, World Heritage Committee was established and the World Heritage List was also set up .	In 1976, the World Heritage Committee was founded and the World Heritage List was also established.
cwmt2008	ce-news	zh_en_news_trans	zh	en	连日来,四川汶川大地震中数以千计的孤儿的命运,牵动着海内外无数善良的人们的心,领养地震孤儿的暖潮一时间风起云涌。	In recent days, adopting earthquake orphans has become a hot topic as countless people in China and abroad are concerned with the fate of thousands of Wenchuan earthquake orphans in Sichuan.	In the past few days, the lives of thousands of orphans from the Great Wenchuan Earthquake in Sichuan Province has touched numerous kind-hearted people in China and abroad. For a moment, the trend of adopting orphans from the earthquake has reached a great height.	In recent days, the fate of thousands of orphans appeared in Sichuan Wenchuan massive earthquake has affected numerous hearts of those kind people both at home and abroad; and the warm tide of adopting the quake orphans has surged in a time.
cwmt2008	ce-news	zh_en_news_trans	zh	en	然而,联合国儿童基金会驻华代表兼联合国驻中国灾情管理工作组主席魏瑛瑛博士却呼吁有关方面重点为受灾儿童提供心理援助,并加快登记和查找亲人工作步伐,而不要急于安排领养,否则不仅可能造成复杂的法律程序问题,更可能为这些儿童带来更大心理创伤。	However, Dr. Yin Yin Nwe, representative of UNICEF in China and chairman of UNDMT in China, calls attention of related parties to focus on providing psychological assistance to affected children and speeding up the pace of registration and finding relatives, instead of arranging adoption; for the latter will only complicate legal procedures and bring more psychological trauma to these children.	However, the UNICEF resident representative in China and the Chairperson of UN Disaster Management Team in China, Doctor Yin Yin Nwe, has called upon the parties concerned to focus on offering psychological aid to the children in the disaster area as well as speeding up the procedure of registration and the search for relatives, not rushing into arranging adoption, or else it may incur complicated legal procedure issues and even cause greater harm to these children psychologically.	However, Dr. Yin Yin Nwe, UNICEF Representative and Chair of the UN Disaster Management Team for China, calls on the relevant agencies to focus on providing psychological assistance for post-quake children and speeding up the working pace of registering and looking for their kins, and the adoption arrangement should not be hastened; otherwise, it may not only cause complicated legal procedures, but may bring larger psychological trauma to these children.
cwmt2008	ce-news	zh_en_news_trans	zh	en	请听联合国电台记者程浩在北京的专访。	Please listen to an exclusive interview conducted by Cheng Hao, a reporter for the UN Radio.	Please listen to the interview by journalist Cheng Hao of United Nations Radio in Beijing.	Please listen to the special interview from Chenghao, reporter of UN Radio in Beijing.
cwmt2008	ce-news	zh_en_news_trans	zh	en	魏瑛瑛在专访中强调指出,在地震灾难遭受亲人离散或死亡打击的儿童是一个特殊的群体,目前第一优先的工作应该是为他们提供急需的心理社会支持和援助。	In the exclusive interview, Yin Yin Nwe stresses that the children who have suffered separation from or death of loved ones is a special group, and to provide them with much-needed psychosocial support is the first priority.	In the interview, Yin Yin Nwe emphasized that the children who suffered from the impact of separation from relatives or of their death are a special group of people. The first priority now should be offering heavily demanded psychological and social support and aid for them.	Yin Yin Nwe underscored in the interview that the children suffering separation from kins and death in the quake disaster were a special group, and the top priority at present should be to provide urgent psycho-social support and assistance for them.
cwmt2008	ce-news	zh_en_news_trans	zh	en	魏瑛瑛:“(英语)我所说的心理社会支持不一定是指医学上的心理治疗,尽管据我了解,5%-10%的经历过汶川地震这样大灾难的儿童确实需要医学上、心理上的辅导。这种援助应该主要以社区为基础,由经过训练的心理专业人士和社区人员实施。”	Yin Yin Nwe says: "The psychosocial support I mentioned does not necessarily refer to psychological treatment in the medical sense, although to my knowledge 5-10% children who are victims of the Wenchuan earthquake do need medical and psychological counseling. Such assistance should mainly be community-based and implemented by trained  psychologists and community staff."	"The psychological and social support which I mentioned does not necessarily mean psychological treatment in medical terms, although from what I know, 5% to 10% of the children who experienced a great disaster such as the Wenchuan Earthquake indeed need medical and psychological counseling. This kind of aid should be based mainly in the communities and carried out by trained psychological professionals and community personnel." Said Yin Yin Nwe in English.	Yin Yin Nwe: "(in English) The psycho-social support I mean does not always refer to the medical psychological treatment although 5%-10% children that experienced the massive disaster of Wenchuan Earthquake, according to my understanding, do need such medical and psychological counseling. The assistance should be mainly community-based and executed by trained psychological specialists and community staff."
cwmt2008	ce-news	zh_en_news_trans	zh	en	据儿基会有关评估报告显示,目前灾区有四类儿童最需要获得社会心理援助。	According to UNICEF assessment report, there are currently four groups of children in disaster areas that need psychosocial assistance.	According to the evaluation report by UNICEF, there are four types of children in the disaster area who need to receive social and psychological aid the most.	The relevant UNICEF report shows there are four categories of children in the disaster region most needing the psycho-social assistance.
cwmt2008	ce-news	zh_en_news_trans	zh	en	他们分别是震前生活在孤儿院、现在被转移到临时营地的儿童;生活在寄宿学校、现在不知道如何找到自己家人的儿童;父母在地震中丧生的儿童,以及因地震致残的儿童。	They are those were living in orphanages before the earthquake and now have been transfered to temporary camps; those who were boarding at schools but now cannot find their family members; those whose parents have been killed in the earthquake; and those who have been maimed by the earthquake.	They are the orphans who lived in the orphanage before the earthquake and are transferred to the temporary base, the children who lived in the boarding schools and have no idea how to find their families, the children who lost their parents in the earthquake and the children who became handicapped due to the earthquake.	They are the children that lived in the orphanage before the quake and are transferred to temporary camps now; the children that live in the boarding school and have no idea about how to find their family; the children whose parents are killed in the earthquake; and those children that are disabled in the earthquake.
cwmt2008	ce-news	zh_en_news_trans	zh	en	魏瑛瑛表示,她了解到现在有许多心理专业人士正在赶赴灾区,希望能够提供援助。	Yin Yin Nwe says that she has been told that many professional psychologists are heading to disaster areas, hoping to provide assistance.	Yin Yin Nwe expressed that she is aware that many psychology professionals are hurrying to disaster areas now, hoping to offer their help.	Yin Yin Nwe expressed, she knew many psychological professionals were currently going to the disaster region and hoped to provide assistance.
cwmt2008	ce-news	zh_en_news_trans	zh	en	虽然这种为灾区提供帮助的善意值得肯定,但她建议中国政府立即在实施灾区儿童心理援助方面设定规范和指南。	Though the goodwill to help the disaster areas is to be affirmed, she suggests the Chinese government to immediately set up standards and guidelines for the psychological assistance.	Although such kind intention to help the disaster area is commendable, she suggested the Chinese government to draft out the norms and guidelines for psychological aid to children in the disaster areas immediately.	The kindness to provide help for the disaster region is worth encouraging, but she suggests the government of China establish specifications and guides on executing psychological assistance for the children in disaster region.
cwmt2008	ce-news	zh_en_news_trans	zh	en	魏瑛瑛:“(英语)第二个优先工作是,我们应该让政府发挥主导作用,尽快对地震灾区所有的儿童进行登记,以便确定哪些儿童是孤儿,哪些不是;此外,我们还可以帮助政府建立查寻机制,为与家人离散的儿童寻找亲属。以往在印度洋海啸等大型灾难中的经验表明,许多儿童在灾难过后一个月才与失散的家人重新团聚。因此,现在人们应保持耐心,不要急于开始领养。”	Yin Yin Nwe says, "The second priority is to let the government take a leading role and register all disaster area children as soon as possible in order to determine which ones are orphans and which ones are not. In addition, we can help the government to set up a search system that helps children separated from their families find their relatives. Past experiences from tsunamis in the Indian Ocean show that it takes a month for many children to be united with their family members after the disaster. Therefore, people should remain patient and not rush to adopt."	"The second priority is to let the government to play a leading role to register all the children in the earthquake disaster area as soon as possible in order to confirm which children are orphans and which are not. Besides that, we can also help the government to establish search mechanisms for children who have lost touch with their families to search for their relatives. The former experience in the catastrophic disasters like Indian Ocean tsunami showed that many children after the disasters will only reunite with separated families in one month. Therefore, people should remain patient now and should not rush into adoption." Said Yin Yin Nwe in English.	Yin Yin Nwe: "(in English) The second priority is that we should let the government play the leading role and register all the children in the disaster region as soon as possible so as to identify which children are orphans and which are not; besides, we can also help the government establish the inquiry system to look for the kins for the children separated from their family. The previous experience in the massive disasters such as Indian Ocean Tsunami etc shows many children reunited with their separated family one month after the disaster. Hence, the people now should keep patient and be not hasty to adopt the orphans."
cwmt2008	ce-news	zh_en_news_trans	zh	en	魏瑛瑛建议中国政府暂时禁止领养震区儿童。	Yin Yin Nwe suggests the Chinese government to temporarily suspend the adoption of earthquake children.	Yin Yin Nwe proposed that the Chinese government should forbid the adoption of  children in the disaster areas for the time being.	Yin Yin Nwe suggested that the Government of China prohibit temporarily to adopt the children in the quake region.
cwmt2008	ce-news	zh_en_news_trans	zh	en	她表示,中国民政部已经在网上发布了相关指南,儿基会希望中国在全国范围内就此发布一项声明,也希望媒体对此进行宣传。	She says that the Chinese Ministry of Civil Affairs has issued related guidelines on the Internet but UNICEF hopes China to issue a statement across the nation as well as on the media to spread the words around.	She indicated that the Chinese Ministry of Civil Affairs has already published related guides on the internet. The UNICEF hopes that China will publish a statement about this within the whole nation and wish that the media will publicize it.	She expressed, the Ministry of Civil Affairs (MCA) of China had issued relevant guides on the net and UNICEF hoped China to issue a statement for it nationwide and the media to publicize it.
