datasource	domain	setid	srclang	trglang	src	ref1	ref2	ref3
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Tornadoes devastate South, killing at least 290	飓风在南部肆虐,至少造成290人死亡	龙卷风袭击南部,至少造成290人死亡	龙卷风肆虐南部地区,至少290人遇难
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Firefighters searched one splintered pile after another for survivors Thursday, combing the remains of houses and neighborhoods pulverized by the nation's deadliest tornado outbreak in almost four decades.	星期四消防队员逐一搜索已成碎片的建筑物寻找幸存者,彻底搜查被飓风夷为碎片的房屋和社区废墟。这是这个国家近40年来爆发的最致命的一次飓风。	星期四,消防员在一片又一片的废墟中搜寻着幸存者,仔细搜寻着被龙卷风所摧毁的只剩下残迹的房子和街道。这是近40年来这个这个国家所经历的最严重的一次龙卷风袭击,	周四,消防队员搜索了一个又一个废墟寻找幸存者,彻底搜查那些被该国近40年以来最猛烈的龙卷风所摧毁的房屋和街区。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	At least 290 people were killed across six states -- more than two-thirds of them in Alabama, where large cities bore the half-mile-wide scars the twisters left behind.	六个州至少有290人遇难,其中三分之二多在阿拉巴马州。在这个州各大城市都有飓风造成的宽达半英里的疤痕。	共有6个州的至少290人丧生了——有超过2/3的死者来自阿拉巴马州,这个州的大城市都印上了龙卷风所遗留下来的宽达半英里的疤痕。	六个州内至少有290人遇难——其中超过三分之二的遇难者都来自阿拉巴马州,龙卷风在该州几个大城市中留下宽达半英里的伤疤。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	The death toll from Wednesday's storms seems out of a bygone era, before Doppler radar and pinpoint satellite forecasts were around to warn communities of severe weather.	星期三的飓风造成的死亡人数看起来超过了过去的时代,在多普勒气象雷达和精密卫星预报出现能够警告社区恶劣天气之前。	周三风暴中的遇难人数似乎超出了过去任何一个时期,多普勒雷达和定点卫星预报还未来得及就恶劣天气向民众发布警告。	周三风暴中的遇难人数似乎超出了过去任何一个时期,多普勒雷达和精确卫星预报并未来得及就恶劣天气向民众发布警告。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Residents were told the tornadoes were coming up to 24 minutes ahead of time, but they were just too wide, too powerful and too locked onto populated areas to avoid a horrifying body count.	在飓风到达之前24分钟居民就已经接到了通知,但是因为飓风范围太宽,风力太强大,正好锁定人口密集区,所以不可避免造成让人震惊的死亡人数。	居民曾在龙卷风到来之前24分钟得到通知,但是龙卷风所肆虐的领域太过广泛,力量太过强大,所波及的地区人口太过稠密,以致于无法避免这骇人的灾难的发生。	居民曾在龙卷风到达24分钟之前得到通知,但是此次风暴半径极广、威力极大且锁定在人口密集地区,因此无法避免产生如此巨大的伤亡。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	"These were the most intense super-cell thunderstorms that I think anybody who was out there forecasting has ever seen," said meteorologist Greg Carbin at the National Weather Service's Storm Prediction Center in Norman, Okla.	“我认为这是那些预报人员所见过的最强烈的超级单体雷暴,”位于俄克拉荷马州诺曼市的国家气象局风暴预报中心的气象学家格雷格•卡宾说。	位于奥克拉荷马州诺曼市的国家气象局风暴预测中心的气象学家格雷•卡宾说,“我想这是那些做预测的人所见过的最为强烈的‘超级气囊’雷暴雨。”	“我认为,这是参加预报的任何人迄今为止见过的最猛烈的龙卷风暴”,气象学家格雷格•卡宾在俄克拉荷马州诺曼市的国家气象服务中心的风暴预测中心说道。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	"If you experienced a direct hit from one of these, you'd have to be in a reinforced room, storm shelter or underground to survive," Carbin said.	“如果你经历其中一场风暴的直接袭击,你必须呆在加固的房间、暴风雨避难所或地下才能幸存,”卡宾先生说。	“如果你直接遇到这样大的一场暴风雨,你必须身处一间加固的房间,风暴庇护所或者地下室才能幸存,”卡宾说道。	“如果你被这次的风暴正面袭击,你必须呆在一个加固的房间、飓风防护所内或是地下才能活命”,卡宾说道。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	The storms seemed to hug the interstate highways as they barreled along like runaway trucks, obliterating neighborhoods or even entire towns from Tuscaloosa to Bristol, Va. One family rode out the disaster in the basement of a funeral home, another by huddling in a tanning bed.	当风暴就像失控的卡车一样继续高速前进时,看起来就像在拥抱洲际公路,吞噬了从塔斯卡卢萨市到佛吉尼亚州布里斯托尔市附近社区甚至整个城镇。一家人在殡仪馆的地下室安全地躲过了这场灾难,而另一个则靠卷缩在晒黑床上躲过灾难。	暴风雨如同失控的货车沿着州际高速公路疾驰,似乎在与之拥抱,将从塔斯卡卢萨市到弗吉尼亚州的布里斯托尔市的街道甚至整个城镇都一扫而光。有一家人躲在了一个殡仪馆的地下室才得以安全逃脱,另一家人则是蜷缩在一张浴床上躲过一劫。	风暴在像失控的卡车一样高速行进的过程中几乎紧贴着州际公路,夷平了邻近的房屋甚至包括从塔斯卡卢萨到弗吉尼亚州布里斯托尔之间的所有村镇。有一户人家藏在殡仪馆的地下室内躲过了此次灾难,还有一家蜷缩在太阳床上躲过了一劫。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	In Concord, a small town outside Birmingham that was ravaged by a tornado, Randy Guyton's family got a phone call from a friend warning them to take cover.	在受到飓风袭击的伯明翰市外小镇康科德,兰迪•盖顿一家接到朋友的电话,警告他们要躲藏起来。	在康科德——一个被龙卷风蹂躏的伯明翰外的一个小城镇——兰迪•盖顿的家人接到了一个朋友的电话警告他们躲避即将来到的龙卷风。	在康科德,伯明翰城外的一个被此次龙卷风摧毁的小镇,兰迪•盖顿一家接到了朋友打来的电话,通知他们抓紧躲避。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	They rushed to the basement garage, piled into a Honda Ridgeline and listened to the roar as the twister devoured the house in seconds.	他们冲到地下车库中,挤到一辆本田陵线车里,听到飓风在数秒钟毁坏房屋时发出的咆哮声。	他们冲到地下车库去,挤进一辆本田皮卡车里,听着龙卷风咆哮的吼声。龙卷风在数秒之间将房子吞噬掉了。	他们冲到地下室车库,挤进一辆本田皮卡,听着了龙卷风在数秒内摧毁房屋时发出的怒吼声。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Afterward, they could see outside through the shards of their home and scrambled out.	然后,他们透过房屋的碎片能直接看到外面,然后急忙爬了出来。	后来,他们从房屋的碎片中看到了外面的一切,并且从车库里爬了出来。	后来,他们从自家房子的碎片中看到外面之后从车库爬了出来。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Superman: I'm renouncing my US citizenship	超人:我要放弃我的美国公民身份	超人:我宣布放弃我的美国公民身份	超人:我宣布放弃我的美国公民身份。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Superman has started a stir with a bold declaration he intends to renounce his U.S. citizenship in a move aimed at giving him more global clout and authority.	超人的一个大胆声明引起了一阵骚乱。他声明打算放弃他的美国公民身份,此举的目的是给予他更多的全球影响力和威信。	超人因他大胆宣布为获得更大的全球影响力与权力而打算放弃他的美国国籍而引起轰动。	在一次旨在为自己获得更多全球影响力和权力的行动中,超人发布的称其准备放弃美国国籍这一勇敢声明引发了一片混乱。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	The decision is made in a short story in "Action Comics" No. 900.	这个决定是在 《动作漫画》第900号的一个小故事中作出的。	这个决定是在第900期的《动作漫画》中的一个短篇故事里做出来的。	上述决定出现在第900期《动作漫画》的一个短篇故事里。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	It has caused consternation online among readers who liken the Man of Steel's declaration to go before the United Nations and "inform them I am renouncing my citizenship" to abandoning the ideals of truth, justice and the American way.	这份声明在网上引起了读者恐慌,他们把钢铁战士要到联合国发表声明以及“告诉他们我要放弃我的公民身份”比作放弃真理、正义和美国式的理想。	这个决定引起了网上读者的惊愕。他们把钢铁侠在联合国前的宣言“告诉他们我将放弃我的国籍”比作放弃追求真理,正义和美国梦式的理想。	这在互联网上引起了读者的恐慌,他们将钢铁巨人要去联合国发表声明并“告知他们我将放弃我的国籍”比作是对真理、正义和美国之道理想的抛弃。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	DC Comics said Thursday the Kryptonian superhero isn't abandoning his adopted country.	DC漫画公司星期四说这位氪星球的超级英雄不是放弃他的入籍国家。	DC漫画公司星期四宣称这个氪星超级英雄并没有抛弃他的入籍国家。	DC出版公司周四表示,这位来自氪星的超级英雄并不是要抛弃他的居住国。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	It says he's putting a global focus on his never-ending battle against evil and trying to keep a world that's not his safe.	公司说他正在将全球作为永无休止的对抗邪恶的战争的重点,并试图维护这个不属于他的世界的安全。	同时他们说超人正集中精力在全球范围内与邪恶势力展开永无止尽的战斗,并且尽力保护这个不属于他的世界的安全。	该公司称,超人是将他与邪恶势力永无止境的战争放在全球高度进行关注,并尽力维护一个并不属于他的世界的安全。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Is education the next bubble?	教育是下一个泡沫吗?	教育会成为下一个泡沫吗?	教育会是下一个泡沫吗?
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Higher learning is just an overpriced, speculative investment that typically rewards graduates with dismal career prospects, says billionaire Peter Thiel.	高等教育仅仅是一个标价过高的投机性投资,给毕业生们的回报往往是灰暗的就业前景,亿万富翁皮特•泰尔说。	亿万富翁皮特•泰尔说,高等教育仅仅是一项昂贵的投机性投资,通常留给毕业生的是灰暗的职业前景作为回报。	亿万富翁皮特•泰尔认为,高等教育只不过是一项过于昂贵的、投机性的投资,给毕业生的回报通常只是晦暗的就业前景。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Billionaire libertarian businessman Peter Thiel, the founder and former CEO of PayPal, is perhaps best known as the venture capitalist who gave Facebook the angel investment it needed to really get started.	亿万富翁、自由主义商人、贝宝的创始人兼前首席执行官皮特•泰尔,或许是曾为脸谱网提供真正开始创建所需的天使基金,从而成为最知名的风险投资人。	亿万富翁兼自由商人皮特•泰尔是贝宝的创始者和前首席执行官,他最为让人熟知的可能是因为他作为风险资本家为脸谱网提供了天使资金帮助其启动。	皮特•泰尔是亿万富翁、自由主义商人、贝宝的创立人和前任首席执行官,不过他最为人知的身份可能却是风险投资家,当初是他给了美国社交网站Facebook正式启动所需的天使资金。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	But, increasingly, he's getting attention for his controversial views on higher learning.	但是,因为他对于高等教育的争议性观点,他受到越来越多的关注。	但是,渐渐地,他因为在高等教育上发表的备受争议的观点而受到越来越多的关注。	然而,他在高等教育方面富有争议的看法正使他越来越受到人们的注意。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Last year, he launched the Thiel fellowship, which gives grants as large as $100,000 to 20 tech entrepreneurs who drop out of college by age 20 to pursue their own ideas.	去年,他启动了泰尔奖学金项目,为20名20岁以下从大学辍学的技术企业家提供高达10万美元的资金去实现他们自己的想法。	去年,他成立了泰尔奖学金,奖金额度高达十万美元,发给了20位从大学辍学的高科技企业人才,帮助他们实现自己的创意。	去年,他启动了泰尔奖学金,为在20岁之前就从大学退学追寻自己梦想的20位技术创业者颁发高达10万美元的补助金。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Then, in a National Review interview earlier this year, Thiel said that higher education is a "bubble in the classic sense," because education is "overpriced," something people have "an intense belief in," and an investment that's unlikely, in the majority of cases, to have a positive return.	然后,在今年早些时候《国家评论》杂志的一次采访中,泰尔说高等教育是“传统意义上的泡沫”,因为教育“标价过高”,人们对此“具有坚定的信念”,而且在绝大多数情况下,这是一项不太可能有积极回报的投资。	在今年早些时候的《国家评论》杂志的采访中,泰尔把高等教育称为“传统意义上的泡沫”,因为他认为教育“被高估”了,教育被人们“抱有强烈的信心”,并且教育对大多数人来说,是一项不太可能产生积极回报的投资。	之后,在今年早些时候接受《国家评论》采访时,泰尔说道,高等教育“从传统意义讲是一个泡沫”,因为教育“定价过高”,一些人“对之抱有强烈的信念”,是一项在大多数情况下不可能有积极回报的投资。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	He made the point again last week at TechCrunch.	上周,他在TechCrunch上再次阐明了这一观点。	上周他在TechCrunch上重申了这一观点。	上周他在TechCrunch上再次表述了这一观点。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Given the "financial disaster" of student loan debt surpassing credit card debt, does Thiel have a point?	假设学生贷款的“金融灾难”超过了信用卡贷款,泰尔说的有道理吗?	如果出现了助学贷款的负债超过信用卡负债的“金融灾难”,泰尔的观点有道理吗?	在学生贷款债务超过信用卡债务这一“金融危机”出现的情况下,泰尔的观点是否还有道理呢?
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	No, education isn't about returns on an investment: The concept of the education bubble is based on horrifying, false logic, says Freddie deBoer at L'Hote.	不,教育不是关于投资回报的问题。教育泡沫的概念是以恐怖的错误逻辑为基础,L'Hote的弗雷迪•迪布尔说。	不,教育与投资的回报无关。教育泡沫的概念是基于令人恐惧的,错误的逻辑,L'Hote的弗雷迪•德波尔说,	答案是否定的,教育不是关于投资的回报问题:教育泡沫的概念是基于可怕而错误的逻辑,弗雷迪•德波尔在L'Hote说道。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	"To see an education, college or otherwise, as merely a way to increase the amount of money you make is a terrible corruption and fundamentally unsustainable."	“将教育、大学或其他什么仅仅看做你赚钱的途径是一种可怕的堕落,根本就站不住脚。”	“把教育,大学或者其他机构仅仅看做一种增长财富的方式是可怕的堕落,是根本站不住脚的。”	“把教育、大学或其他只当成是赚更多钱的一种方式是可怕的堕落,并且从根本上说是不可持续的。”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Increasing earning potential was never meant to be the sole purpose of education, and if it's reduced to that, we're all in trouble.	增加收入能力从来就不是教育的唯一目的,如果它真的沦落到这一地步,那我们都有麻烦了。	增加收入从来就不是教育的唯一目的。如果教育的目的被局限至此的话,我们就都遇到麻烦了。	增加赚钱的潜力从来都不是教育的唯一目的,如果教育的目的仅被缩减到这一点,那么我们所有人都该有麻烦了。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	"Yet another casualty"	“当然那是另一场灾难了”	“那将是另一种灾难”	“当然那会是另外一种灾难”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Well, college is overpriced: College has gotten too expensive, with state governments cutting aid to public universities, says E.D. Kain in Forbes.	的确,大学收费过高。随着州政府减少对公立大学的资助,大学费用已经开始变得太昂贵了,E•D•凯因在《福布斯》上说。	的确,大学费用太高了:随着政府削减了对公立大学的资助,上大学变得过于昂贵了,E•D•凯恩在《福布斯》上说。	没错,大学的确定价过高:大学已经过于昂贵了,各州政府已经削减了对公立大学的扶持,E.D.凯恩在《福布斯》上说。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	But let's not abandon institutions of higher learning.	但是我们不能放弃高等教育机构。	但是让我们不要放弃高等教育机构。	但是,我们不要抛弃高等教育机构。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	If needed, we should raise taxes to make public universities more affordable.	如果需要,我们应该提高税收来使公立大学更实惠。	如果需要的话,我们应该增加税收使大家都负担得起公立大学。	如果需要,我们应该提高纳税额,以使公立大学变得更易于承受。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	"Yes, education costs money. But that money should not fall squarely on the heads of middle class kids who are forced to take out tens of thousands in debt just to attend school."	“是的,教育需要花钱。但是不能让这钱正好压在中产阶级的孩子们身上,他们被迫承担数以万计的债务,就是为了上学。”	“是的,教育需要花钱。但是这个花费不能正好就落在那些为了上学而被迫身负巨债的中产阶级的孩子们的头上。”	“是的,教育需要花钱。但是这些钱不应直接落在中产阶级的孩子头上,这些孩子为了上学不得不背负数以万计的债务。”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	"A college education should not result in crushing debt"	“大学教育不应该产生巨额债务。”	“大学教育不应该导致债台高筑”	“大学教育不应该导致沉重的债务。”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	And grad school is a particularly poor investment: College is still a good decision for most young Americans, but I can't say the same about grad school, says Conor Friedersdorf at The Atlantic.	而研究生院更是一项糟糕的投资:上大学对绝大多数美国年轻人而言是一个正确的决定,但是我不能说上研究生院也是如此,《大西洋》杂志的康纳尔•弗里德斯多夫说。	读研究生是一项尤其糟糕的投资:读大学对大多数美国年轻人来说仍然是一个好的决定,但是我不能对读研究生说同样的话,《大西洋月刊》的康纳•弗里德斯多夫说。	研究生学院是一项尤其糟糕的投资:大学对大多数年轻的美国人来说仍然是一个不错的决定,但是对于研究生学院我无法说出一样的话,康纳尔•弗里德斯多夫在《大西洋》中说道。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Grad school has become a socially acceptable way to drink beer, read, and go into massive debt in your 20s.	在20多岁的时候喝喝啤酒、读读书并陷入巨额债务,研究生院的这种生活已经成为社会可接受的方式。	研究生喝酒、研究、在二十来岁就背负巨债,这已经成为了社会普遍认同的特点。	研究生学院已经变成了一种社会能够接受的在20几岁喝酒、读书并负债累累的方式。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	"Upper-middle-class Americans tend to overvalue the non-financial benefits of grad school."	“中上阶级的美国人往往高估研究生院的非经济利益。”	“中上层阶级的美国人趋向于对于成为研究生所带来的非经济利益估价过高。”	“中上阶层的美国人往往过高估计研究生学院的非经济性利益。”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Thiel's wrong about a lot.	泰尔的观点在很多地方都错了。	泰尔在很多方面都是错的。	泰尔的话可谓是谬以千里。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	But at least he's "challenging the cultural assumptions that cause a lot of people to make bad life decisions."	但是至少他在“挑战导致很多人做出错误的人生决定的文化假设。”	但是他至少“在挑战使很多人做出了影响其终生的糟糕决定的文化预设”。	但是至少他在“对导致许多人做出错误生活决定的文化预设进行挑战。”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Why do smart kids grow up to be heavier drinkers?	为什么聪明的孩子长大后会喝酒更多?	为什么聪明的小孩长大后就成了“酒鬼”?	为什么聪明的孩子们长大以后会更容易酗酒?
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	A pair of new studies suggests a correlation between intelligence and a thirst for alcohol.	两项新研究显示智力和对酒精的渴望之间有关。	两个新的研究显示了智力和酒瘾的关系。	两份新研究表明智力与对酒精的渴望之间存在某种联系。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	What's the connection?	这之间的联系是什么呢?	联系是什么呢?	是什么联系呢?
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Don't worry, all that excessive drinking is just a sign of your intelligence.	不要担心,所有过量饮酒只不过是你智力的一个标志。	不用担心,所有的过度饮酒只是你的智力的一种表现。	别担心,过度饮酒只不过是你有聪明才智的表现。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	According to two long-term studies -- one American, one British --  there's a correlation between smarts and a thirst for alcohol.	根据两项长期研究——一项是美国研究,一项是英国研究——在智力和对酒精的渴望之间有关联。	根据两项长期研究显示——一个美国的,一个英国的——智慧跟对酒精的渴望之间是有关系的。	这两份长期研究表明——一份来自美国,一份来自英国——聪明人士与对酒精的渴望之间存在联系。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	The "more intelligent children in both studies grew up to drink alcohol more frequently and in greater quantities than less intelligent children," says Liz Day at Discover.	“两项研究都显示,相对于智力较差的孩子,智力更好的孩子在长大后喝酒更频繁,喝的酒量也更多,”《探索》的丽兹•戴说。	“两个研究中的智商更高的小孩长大后多喝酒的人数比智商稍低的小孩的数量要多,” 《探索》的利兹•戴说。	“两项研究中,与不太聪明的孩子相比,越聪明的孩子长大以后就会越频繁越大量地饮酒”,利兹•戴在《探索》中表示。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Why might this be the case?	情况为什么会这样?	为什么会出现这种情况?	为什么会出现这种情况?
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	It's all about evolution: Drinking alcohol was "unintentional, accidental, and haphazard until about 10,000 years ago," says Satoshi Kanazawaat at Psychology Today.	这完全与进化有关:喝酒是“是无意的、偶然的、随意的,直到大约10,000年前,”《今日心理》杂志的金泽小智说。	这完全是因为进化:喝酒“直到10,000年前还是无意识的、偶然的,以及随意的”,《今日心理学》的金泽智说道。	这一切都与进化有关:“在大约一千年以前”,饮酒都是“无意识的、偶然的和随意的”,金泽智在《今日心理学》中说道。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Smart people are generally early adopters and, in the context of human history, "the alcohol and the method of consumption are both evolutionarily novel."	聪明的人往往都是先行者,在人类历史上,“酒精及其消费方式在进化上都是比较新颖的。”	在人类历史上,聪明的人通常都是先行者,“酒精及其消费从进化的角度上来说是比较新颖的。”	在人类历史中,聪明人往往是更早的适应者,而且“酒精和这种消费方式都是进化带来的新事物”。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	"Why intelligent people drink more alcohol"	“为什么聪明人饮酒更多”	“为什么聪明的人喝更多的酒”	“为什么聪明的人会喝更多的酒”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Alcohol makes up for boring early years: "I'm surprised" by the findings, says Joanne Hinkel at The Frisky, so "here's my pop-psychology theory" to explain it: "All that studying in childhood repressed kids so much that they're still trying to compensate well into adulthood for all that fun they missed."	酒精补偿早年的无聊:这个发现让我“很惊讶”,《热力无限》杂志的乔安妮•汉克尔说,因此“这是我的流行心理学理论”来解释它:“孩童时期所有的学习对孩子造成很大的压抑,以至于他们在成年之后试图弥补他们失去的所有乐趣。”	酒精弥补了早期无聊的日子:我对这些发现“感到震惊”,《The Frisky》杂志的乔安娜•欣克尔说,用“流行心理学”去解释就是:“他们在童年时代因为学习所受到的压抑使他们想尽力在成年生活弥补那些他们错过的欢乐。”	酒精弥补了枯燥乏味的早期年代:这一发现让“我感到惊讶”,乔安妮•辛克尔在《The Frisky》杂志上说道,那么“我的通俗心理学理论”是这么解释这一发现的:“所有那些孩童时代的课业学习大大压抑了他们,导致他们在步入成年以后,仍在试图对他们曾经失去的欢乐进行补偿。”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Granted, that's just a theory.	同意,那不过是一个理论。	但是,这只是一个理论。	同意,这只是一个理论。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	"Brain types booze more -- are you surprised?"	“高智力型的人喝酒更多,你惊讶吗?”	“聪明的人饮酒更多——你感到惊讶吗?”	“有才智的人会喝更多酒——你感到惊讶了吗?”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Drinking is the only way to deal with morons: Smart people "booze so we can tolerate everyone else," says Greg at Food & Wine Blog.	喝酒是对付白痴的唯一方法:聪明人“豪饮,这样我们就能容忍其他人,”《美食与葡萄酒博客》的格雷格说。	喝酒是与傻子打交道的唯一方式:聪明人“豪饮使得我们能够容忍任何其他的人,”《美食与美酒》博客的格雷格说道。	喝酒是对付傻瓜的唯一办法:聪明人“豪饮,这样我们就容忍其他所有人了”,格雷格在《美食与美酒》博客上说道。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	When sober, we tend to "take people's responses at literal face value."	当清醒的时候,我们往往“在按字面意思接受人们的反应。”	当清醒的时候,我们习惯于“逐字地接受人们的反应。”	当处于清醒状态时,我们倾向于“注重人们回答中的字面意思”。
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	But after a few drinks, "we can relax a bit, stop being so anal with semantics and let comments slide a bit."	但是喝了几杯之后,“我们可以放松一些,停止分析语义学,对评价漫不经心。”	但是几杯下肚之后,“我们会变得稍微放松些,不再那么咬文嚼字,并且不再那么专注别人的评论。”	但是喝了几杯之后,“我们就能放松一点,不再纠结于语义,让评论更随便一些。”
cwmt2011	ec-news	en_zh_news_trans_current	en	zh	Facebook Deals: A Groupon killer?	脸谱网优惠团购:团宝杀手?	脸谱网交易:团购网杀手?	Facebook Deals: Groupon的终结者?
