datasource	domain	setid	srclang	trglang	src	ref1	ref2	ref3
cwmt2008	ec-news	en_zh_news_trans	en	zh	But in Washington, State Department spokesman Gonzalo Gallegos said U.S. negotiators are "looking at conditions, not calendars."	但是在华盛顿,美国国务院发言人贡萨洛•加列戈斯称美国的谈判人员“考虑实际情况而不是日历”。	但是,在华盛顿,美国国务院发言人贡萨洛•加列戈斯说美国的谈判代表“关注的是条件,而非时间。”	但是在华盛顿,国务院发言人贡萨洛•加列戈斯说美方“关注的是撤军条件而非时间表。”
cwmt2008	ec-news	en_zh_news_trans	en	zh	"Two things we've made very clear from the beginning of the process -- the first is that we're going to deal as sovereign nations working towards an agreement that satisfies both of our needs, and secondly that we're not going to be discussing individual parts of this negotiations during the negotiation process itself," Gallegos said.	“从进程一开始我们就把两件事阐述的非常清楚——一是我们要作为主权国家进行谈判,达成一项符合双方需要的协议;二是我们在谈判过程中不会对具体问题进行讨论。”	“从谈判一开始,我们就一直澄清两件事情——一是,我们作为主权国家努力达成满足双方需求的协议;二是,在谈判过程中,我们不打算讨论本谈判中的具体问题,” 加列戈斯说道。	“从一开始我们就非常清楚两点—首先是作为两个主权国家,我们将就能够满足双方共同需要达成一致而努力,在谈判过程中我们不会讨论各个具体的部分,”盖里格斯说。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Since taking control of U.S. Congress in 2007, Democrats have tried unsuccessfully to impose timetables for troop withdrawals.	自从2007年控制了美国国会以来,民主党就曾试图为部队撤离强加时间表,但是都以失败告终。	自从在2007年入主美国国会后,民主党就一直试图设定撤军时间表,但未能成功。	自2007年掌控国会以后,民主党人没有能够为撤军制定时间表。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Some of the attempts were thwarted by filibusters from Republicans in the Senate.	有些尝试由于参议院中共和党人的阻挠而失败。	一些尝试被联邦参议院中的共和党议员横加阻挠。	一些努力由于参议院共和党议员的阻挠而失败。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Harry Reid, the Democratic leader of the U.S. Senate, told reporters: "I agree with Maliki."	参议院民主党领袖哈里•里德告诉记者说:“我同意马利基的主张。”	联邦参议院民主党领袖瑞德告诉记者:“我支持马利基总理先生的意见。”	美国参议院民主党领袖哈里.莱德告诉记者说:”我同意马利基的观点。”
cwmt2008	ec-news	en_zh_news_trans	en	zh	"We should have a timeline. We've been wanting one for a long time," said Reid, D-Nevada.	“我们应该有个时间表。我们很久以来就希望制定一个时间表,”里德说。	“我们应该有个时间界限,很长时间以来,我们就希望有个时间界限。” 来自内华达州的瑞德说。	“我们应该制定一个时间表,对此我们已经期待很久了,”雷德说。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Reid said it is time for the United States to "take off the training wheels and let Iraq handle their own affairs."	里德说现在是美国“放手让伊拉克自己处理内部事务”的时候了。	瑞德认为,现在正是美国“放开手脚,让伊拉克处理自己事务”的时候。	雷德说现在美国应该“拿掉拐杖让伊拉克人自己处理本国的事务。”
cwmt2008	ec-news	en_zh_news_trans	en	zh	The Pentagon has repeatedly said conditions in Iraq including political and security milestones -- not timetables -- would guide whether the United States will remove troops.	五角大楼反复说伊拉克的局势,包括政治和安全里程碑(不是指时间表),将会决定美国是否将撤军。	五角大楼反复强调,伊拉克的情况,包括政治和安全等重要事项(并不是时间表),将决定美国是否撤军。	五角大楼不断强调伊拉克现有的包括政治与安全的局势—而非时间表—将会决定美国是否需要撤军。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Those milestones include reduced levels of sectarian violence, political reconciliation and stronger Iraqi forces.	那些里程碑包括宗派暴力程度降低、政治和解和伊拉克军队的加强。	重要事项包括宗教暴力、政治和解的减少以及更强的伊拉克军队实力。	这些关键因素包括教派暴力冲突减少、政治妥协以及伊拉克本国军队力量增强。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Republican presidential candidate John McCain said Tuesday the Iraqis have made clear that any withdrawal would be "based on conditions on the ground."	共和党总统获选人约翰.麦凯恩(John McCain)星期二说伊拉克已经很清楚任何撤军都应“根据伊拉克的局势决定”。	共和党总统候选人约翰.麦凯恩(John McCain) 本周二说,伊拉克人已经清楚说明任何撤军都将“基于当地的情况。”	共和党总统候选人约翰.麦凯恩周二说伊拉克人清楚地表明任何撤军行动将“取决于目前伊拉克局势”。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Maliki is "a politician," McCain told MSNBC.	马利基是个“政客”,麦凯恩告诉微软美国广播电视台说。	麦凯恩对微软全国有线广播电视公司说,马利基是一个“政客。”	麦凯恩对微软全国广播公司说马利基是一个“政治家”。
cwmt2008	ec-news	en_zh_news_trans	en	zh	"He is a leader of a country that's finally coming together. The fact is that we and the Iraqis will deal in what is in the national security interests of both countries."	“他是这个最终走向统一的国家的领导人。事实是我们和伊拉克要做的是符合两国的国家安全利益。”	“他是一个最终将实现统一的国家的领袖。而事实是,我们和他都将处理事关两国国家安全利益的问题。”	“他是一个正日趋团结的国家的领导人,事实是我们和伊拉克人将会决定双方共同的国家安全利益。”
cwmt2008	ec-news	en_zh_news_trans	en	zh	The United States is in the process of withdrawing the last of its five "surge" brigades -- those sent to Iraq in 2007 to bolster U.S. forces there.	美国正在撤离五支“突击队”中的最后一支——那些在2007年增派到伊拉克支持美国在伊军事力量的部队。	美国目前正处于撤回五个“增援”旅的最后一支部队过程中,这些部队于2007年派驻伊拉克以支援美国当地部队。	美国最后五个“浪涌”旅正在进行撤退—这些旅都是在2007年为了加强美军的力量派驻伊拉克的。
cwmt2008	ec-news	en_zh_news_trans	en	zh	On Monday, Adm. Michael Mullen, the chairman of the U.S. Joint Chiefs of Staff, said violence in Iraq was down to its lowest point in four years and a decision whether to drop the number of troops below the level immediately preceding the surge would come later this year.	美军参谋长联席会议主席海军上将迈克尔•马伦星期二说,伊拉克的暴力事件降到了四年以来的最低点,是否将驻军数量减少到立即增援之前的水平,将在今年晚些时候做出决定。	本周一,美国参谋长联席会议主席、海军上将麦克穆伦(Mike Mullen)说,伊拉克的暴力事件降至四年来的最低点,是否将驻军数量降到上述增援前水平之下的决策,将在今年晚些时候作出。	周一参谋长联席会议主席迈克尔•马伦称伊拉克的暴力事件下降到过去的四年中的最低点,有关是否降低驻军数量到实施浪涌政策之前的决定将于今年晚些时候出台。
cwmt2008	ec-news	en_zh_news_trans	en	zh	The Bush administration has been trying to strike a security deal with Iraq by the end of July, but disputes over the basing of U.S. troops and what authority they would have within Iraq make it unlikely an agreement will be reached by then, al-Dabbagh said.	布什政府已经努力要和伊拉克在7月底之前就安全问题达成协议,但是由于双方就美军在伊拉克的部署及其在伊拉克内的权力等方面的争议使得不太可能在那时达成协议,达巴格说。	阿尔-达巴格说,布什政府一直努力与伊拉克在七月底前达成一项安全协议,但是关于美国驻军部署以及在伊拉克建立何种政权方面的争执,显示到七月底难以达成此项协议。	布什政府一直试图在七月底与伊拉克达成安全协议,但是就美国驻军问题以及美军在伊拉克的特权问题一直存在分歧,这就使这项协议很难达成,阿尔-达巴格称。
cwmt2008	ec-news	en_zh_news_trans	en	zh	"We still have our points of disagreement, and we are working on reaching the middle ground that will always guarantee us Iraq's sovereignty," al-Dabbagh said.	达巴格说:“我们仍然有分歧点,正在努力寻求保存共同点,以确保伊拉克的主权。”	“我们仍有持不同意见的理由,我们在继续努力寻求折中,以确保伊拉克的主权” , 阿尔-达巴格说。	“我们仍然存在分歧,我们一直努力寻求保存共同点—保障伊拉克的主权,” 阿尔-达巴格称。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Coral reefs in trouble, scientists warnStory Highlights	科学家警告说珊瑚礁处于困境	科学家发出警告:珊瑚礁陷入困境	科学家警告说,珊瑚礁正在面临灾难。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Findings discussed in National Oceanic and Atmospheric Administration report	美国国家海洋大气总署报告中讨论的调查结果	美国海洋大气总署(National Oceanic and Atmospheric Administration) 报告中讨论的研究发现。	美国海洋与大气管理局研究报告发现。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Twenty-five percent of all marine species need coral reefs to live and grow	25%的海洋物种需要珊瑚暗礁才能生存生长	25%的海洋物种需要珊瑚礁才能生存和生长。	25%的海洋生物依赖珊瑚礁生存和繁殖。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Since last NOAA report in 2005, the Caribbean has lost 50 percent of its corals	自2005年美国国家海洋大气总署发布上次报告以来,加勒比海的珊瑚已经丧失了50%	自美国海洋暨大气总署2005年的上次报告起,加勒比海已经失去了50%的珊瑚。	自美国海洋与大气管理局2005年发布上一份报告以来,加勒比地区有50%的珊瑚已经死亡。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Problem caused by rising sea temperatures, land-based pollution and other factors	由于海洋温度不断上升、陆地污染和其他因素造成的问题	问题主要由海洋温度升高、地面污染和其他因素引起。	原因包括海洋温度上升、来自陆地的污染以及其他因素。
cwmt2008	ec-news	en_zh_news_trans	en	zh	FORT LAUDERDALE, Florida (AP) -- Almost half the coral reef ecosystems in United States territory are in poor or fair condition, mostly because of rising ocean temperatures, according to a government report released Monday.	(美联社弗洛里达州劳德代尔堡报道)据政府星期一公布的一份报告称,由于海洋温度不断升高,美国境内几乎有一半的珊瑚礁生态系统状况堪忧或一般。	罗德岱堡,佛罗里达州(美联社)--根据周一发布的政府报告,美国领土上几乎一半珊瑚礁生态系统的情况都处于较差或一般状态,主要原因是海水温度升高。	佛罗里达州,罗德岱尔堡(联合通讯社)—根据政府周一发布的报告,几乎超过一半的美国珊瑚礁生态系统处于非常糟糕或一般的状况,主要是因为海洋温度上升。
cwmt2008	ec-news	en_zh_news_trans	en	zh	A new report is the first to provide conclusive data that the nation's coral reefs are in trouble, its authors say.	据报告作者称,一份新报告第一次提供该国的珊瑚礁处境堪忧的结论性数据。	报告记者称,该份新报告首次提供了关于美国珊瑚礁处于困境的结论性数据。	报告作者说,新报告首次就国家的珊瑚礁所面临的灾难提供了结论性的数据。
cwmt2008	ec-news	en_zh_news_trans	en	zh	The reefs discussed in the National Oceanic and Atmospheric Administration report serve as breeding grounds for many of the world's seafood species and act as indicators of overall ocean health.	美国国家海洋大气总署报告中讨论的珊瑚礁是世界上很多海产食品物种的栖息地,也是海洋整体健康程度的指示器。	美国海洋大气总署报告中谈到的珊瑚礁是全球许多海产品物种的培养地,也是整个海洋生态健康的指示标。	在国家海洋与大气管理局的报告中提及的珊瑚是世界上很多食用海产品繁衍地,也是整个海洋健康状况的指示器。
cwmt2008	ec-news	en_zh_news_trans	en	zh	"They are a major indicator of something that could go wrong with the environment," said Timothy Keeney, NOAA's deputy assistant secretary for oceans and atmosphere.	“它们是环境恶化的主要指示器,” 国家海洋大气总署负责海洋和大气的副助理秘书蒂莫西•吉尼说。	美国商务部海洋大气总署助理副部长蒂姆•吉尼说:“它们是海洋环境出现问题的一个主要指示标。”	“它们是海洋环境是否出现问题的主要指标,”国家海洋与大气管理局的常务助理秘书长蒂姆•吉尼称。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Keeney said 25 percent of all marine species need coral reefs to live and grow, while 40 percent of the fish caught commercially use reefs to breed.	基尼说25%的海洋物种需要依靠珊瑚礁生存生长,而40%的商业捕捞鱼类需要利用珊瑚礁繁殖。	吉尼说,25%的海洋物种需要珊瑚礁生存和生长,而40%的商业捕捞鱼类利用珊瑚礁繁衍生息。	吉尼说25%的海洋生物需要珊瑚礁来进行生长和繁殖,40%的商业捕捞鱼类需要珊瑚礁来繁殖。
cwmt2008	ec-news	en_zh_news_trans	en	zh	"If we lose the reefs, you lose a very significant and important habitat," Keeney said.	“如果我们失去了珊瑚礁,那就意味着丧失了非常重要的栖息地,”基尼说。	“如果我们失去了珊瑚礁,就会失去一个非常重大和重要的生物栖息地。” 吉尼说。	“如果珊瑚礁消失,它们就失去了非常重要的栖息地,” 吉尼称。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Since NOAA's last report in 2005, the Caribbean region has lost at least 50 percent of its corals, largely because sea temperatures have risen, Keeney said.	基尼表示自2005年美国国家海洋大气总署发布上一份报告以来,加勒比海的珊瑚已经丧失了50%,主要是由于海洋温度上升造成的。	吉尼说,自美国海洋大气总署2005年的上次报告起,加勒比海已经失去了50%的珊瑚,主要原因是海水温度升高。	自美国海洋与大气管理局2005年发布上一份报告以来,加勒比地区至少有50%的珊瑚已经死亡,主要是由于海洋温度上升,吉尼称。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Elkhorn and staghorn corals have also been listed as threatened under the Endangered Species Act, the first corals ever to receive such protections based on rapid declines.	麋角珊瑚和小鹿角珊瑚已经被《濒危物种法案》列入受威胁物种名单,这是基于快速消失而受到此类保护的第一类珊瑚。	麋角珊瑚(elkhorn coral)和鹿角珊瑚(staghorn coral)也一直被列入《濒危物种法案》项下的受威胁的物种清单当中,这也是基于近期珊瑚快速消失,而第一批受到保护的珊瑚品种。	麋角珊瑚和鹿角珊瑚已经开始受到濒危物种保护法保护,这是首次因为数量急剧下降而被列入保护范围的珊瑚礁。
cwmt2008	ec-news	en_zh_news_trans	en	zh	The 569-page report took 18 months to complete with input from 270 federal, state and university scientists.	这份耗时18个月长达569页的报告动用了270个联邦、州和大学的科学家提供的信息。	此份长达569页的报告历时18个月完成,动用了270位来自联邦、州以及各大学的科学家提供的信息。	这份长达569页的报告耗时十八个月完成,汇集了270名来自联邦、州以及大学的科学家提供的信息。
cwmt2008	ec-news	en_zh_news_trans	en	zh	It documented 15 ecosystems in U.S. states and territories, including the U.S. Virgin Islands, Puerto Rico, Florida, Hawaii, American Samoa and Guam.	报告记录了美国本土及附属地内的15个生态系统,包括美属维尔京群岛、波多黎各、佛罗里达、夏威夷、美属萨摩亚和关岛。	该报告记录了美国本土和其属地的15个生态系统,包括美属美属维京群岛、波多黎各、佛罗里达、夏威夷、美属萨摩亚岛和关岛。	它记录了来自美国的各个州及包括美属维京群岛、波多黎各、佛罗里达、夏威夷、以及关岛等地区的15个生态系统。
cwmt2008	ec-news	en_zh_news_trans	en	zh	It was released at the 11th International Coral Reef Symposium in Fort Lauderdale.	这份报告在弗洛里达州劳德代尔堡召开的第十一届国际珊瑚礁论坛上发表。	报告在于罗德岱堡举行的第十一届国际珊瑚礁研讨会上发布。	并在劳德岱尔第11届国际珊瑚礁研讨会上发布。
cwmt2008	ec-news	en_zh_news_trans	en	zh	The report's authors noted it was the first detailed NOAA study to go beyond anecdotal evidence and patchy science to provide conclusive data that the nation's coral reefs are in trouble.	报告的作者指出,这是第一份详细的国家海洋大气总署研究,没有采用轶事性证据和点缀性研究,而是提供结论性数据,证明美国的珊瑚礁正处于困境。	该报告的记者指出,这是第一份美国海洋大气总署的详细研究,没有采用传闻证据和拼凑的科研证据,而是通过提供了结论性数据,来证明美国珊瑚礁目前正面临困境	报告的作者指出,这是国家海洋与大气管理局首次没有采用未证实的、零散的科研证据而进行的详细、全面的科学研究,该研究提供了珊瑚礁正在面临灾难的结论性数据。
cwmt2008	ec-news	en_zh_news_trans	en	zh	"We can actually document these declines now," said Jenny Waddell, coeditor of the study and a NOAA marine biologist.	研究报告的编辑之一、美国海洋大气总署的海洋生物学家珍妮•沃德尔说:“事实上我们现在可以记录这些珊瑚礁衰退情况。”	“现在,我们能够实际记录珊瑚礁衰退情况。” 研究报告的编写者之一以及美国海洋大气总署的生物学家杰尼•温德尔说。	“实际上我们已经开始记录到这种下降趋势,”詹尼•瓦德尔说,她是该研究的协作编辑,也是美国国家海洋与大气管理局的海洋生物学家。
cwmt2008	ec-news	en_zh_news_trans	en	zh	The report found that coral bleaching caused largely by rising sea temperatures is a major factor.	报告发现由于海洋温度上升造成的珊瑚褪色是其死亡的主要原因。	报告发现由海水温度升高造成的珊瑚褪色是珊瑚礁大量死亡的主要因素。	报告发现主要由海洋温度上升所引起的珊瑚礁白化是主要的因素。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Carbon dioxide released by burning fossil fuels is absorbed by the oceans, making the waters more acidic and corrosive on corals.	海洋吸收了燃烧化石燃料释放的二氧化碳,海水酸性增加,对珊瑚造成腐蚀。	海洋吸收了燃烧化石燃料排放出的大量二氧化碳,使得海水酸性更高,对珊瑚有腐蚀性。	报告称使用化石燃料释放的二氧化碳被海洋吸收,使得水质酸性变强导致了对珊瑚礁腐蚀的加剧。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Land-based pollution, such as sewage, beach erosion, coastal development and overfishing also are to blame.	陆地上的污染,比如污水排放、海滩侵蚀、海岸地区开发和过度捕捞都应对珊瑚消失承担责任。	陆地上的污染,如污水排放、海岸的侵蚀、沿海地区开发以及过度捕鱼也都应对珊瑚消失承担责任。	来自陆地的污染,比如废水、海滩侵蚀、海岸开发以及过度捕捞鱼类也难辞其咎。
cwmt2008	ec-news	en_zh_news_trans	en	zh	The study does not make recommendations, but simply serves as what its authors deem a "call to action" for state governments and Caribbean countries.	研究报告没有提供建议,而是号召联邦政府和加勒比海沿岸国家“采取行动”,作者这样认为。	报告并没有给出任何建议,只是起到记者认为的号召联邦政府以及加勒比海沿岸国家“采取行动”的作用。	研究并没有提出任何建议,作者认为,这份报告是对各州政府以及加勒比国家的“行动号召”。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Keeney sees corals as "a sentinel species of the planet," and calls them "the rain forests of the sea."	基尼将珊瑚虫看作“地球的哨兵物种”,称他们为“海洋中的热带雨林”。	吉尼把珊瑚看作“地球的哨兵”, 并把它们称为“海洋上的热带雨林”。	吉尼称珊瑚礁是“地球卫士”,并把它们称作是“海洋的热带雨林”。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Beyond their importance as breeding grounds for fish, reefs could hold cures for diseases.	珊瑚礁的重要性不仅仅体现在他们是鱼类的繁殖地,而且还可以用于治疗疾病。	珊瑚的重要性不仅仅体现在是鱼类繁殖地,还可用于疾病治疗。	除了作为鱼类的繁衍地,珊瑚也能用于治疗疾病。
cwmt2008	ec-news	en_zh_news_trans	en	zh	He said there are also positive signs that people are beginning to understand "the value of coral reefs to our economy."	他说看到了一些积极的迹象,人们正在开始理解“珊瑚礁对我们的经济的价值”。	吉尼表示,,现在有积极的迹象表明,人们开始认识到“珊瑚礁对于我们经济的价值”。	他说也有积极的迹象表明人们开始明白“珊瑚礁对经济的巨大价值”。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Kenney argues the report adds another layer of scientific certainty that man-made climate change is stressing the nation's oceans and could ultimately have huge economic and social impacts if its effects are not reversed.	基尼认为该报告再次从科学的角度证实,人类造成的气候改变正在给美国的海洋施加压力,如果其影响不能扭转,可能最终会造成巨大的经济和社会影响。	吉尼认为,此报告从科学上进一步增加了确定性,即人为的气候变化加重了该国的海洋负担,如果其效果不能消除的话,可能最终对经济和社会产生巨大的影响。	吉尼称该报告从科学上进一步确定,如果气候变化带来的影响不能及时得到扭转,人为的气候变化加重了海洋的压力,而最终可能对经济和社会产生重大的影响。
cwmt2008	ec-news	en_zh_news_trans	en	zh	"There's no question that ... man-made actions are the major cause for these losses and stresses on the reefs," Keeney said.	基尼说:“毫无疑问,人类活动是造成珊瑚礁消失和压力的主要原因。”	“毫无疑问,人类活动是珊瑚损失和珊瑚礁压力的主要原因”,吉尼说。	“毫无疑问……人类活动也是导致珊瑚礁消失的主要原因,”吉尼说。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Dave Allison, a senior campaign director for the advocacy group Oceana, said the entire world's coral reefs "border on disaster."	环境倡导组织Oceana的高级活动负责人大卫•艾利森称全球的珊瑚礁都“处于灾难的边缘”。	提倡保护海洋生态的Oceana组织的高级活动负责人大卫•艾利森表示,全球的珊瑚礁“都处于灾难的边缘”。	大卫•艾利森,说整个世界的珊瑚礁都“处在灾难的边缘”。
cwmt2008	ec-news	en_zh_news_trans	en	zh	"All the world's coral reefs are being stressed by both short-term and long-term human impacts," Allison said.	艾利森说:“全世界的珊瑚礁都由于短期和长期的人类影响而遭受巨大压力。”	艾利森说:“全世界的珊瑚礁都因长期或短期的人类影响而遭受压力。”	“全世界的珊瑚礁在人类短期和长期的行为影响下,处在极大的灭绝压力之下”,艾利森说。
cwmt2008	ec-news	en_zh_news_trans	en	zh	"We've known about the human impact on corals for decades.	“几十年来,我们就已经知道人类对珊瑚的影响。	“几十年来,我们就一直知道人类对珊瑚的影响。	“几十年前我们就已经知道人类对珊瑚礁的影响。
cwmt2008	ec-news	en_zh_news_trans	en	zh	It's just that the combination of problems confronting the corals have never come together in such a perfect storm."	只不过珊瑚虫面临的各种问题从来没有这样同时暴发。”	只是,珊瑚生存面临的多个问题,从未以这样一种暴风雨的方式同时出现。”	只是珊瑚礁所面临的各种各样的问题在此之前从来没有同时显现出来。”
cwmt2008	ec-news	en_zh_news_trans	en	zh	Part 1: Hong Kong to Pingyao	第一部分:从香港到平遥	第一部分:从香港到平遥	第一部分:香港到平遥
cwmt2008	ec-news	en_zh_news_trans	en	zh	Story Highlights	故事集萃	故事亮点	故事聚焦
cwmt2008	ec-news	en_zh_news_trans	en	zh	One of China's best attractions is the World Heritage-listed city of Pingyao	中国最具魅力的地方之一是列入联合国世界文化遗产名录的平遥。	中国的最具吸引力的景点之一就是名列世界文化遗产名单的平遥古城。	中国最好的旅游胜地之一是世界文化遗产平遥古城。
cwmt2008	ec-news	en_zh_news_trans	en	zh	Red and other colored lanterns blaze at every step along the cobbled streets	红色和其他颜色的灯笼照耀着鹅卵石铺就的石子路上的每一级台阶。	红色和其他颜色的灯笼悬挂在鹅卵石街道两侧,照亮了每个台阶。	红色和其他各色彩灯挂在每一级圆石阶上。
cwmt2008	ec-news	en_zh_news_trans	en	zh	There are no cars and hawkers, little tackiness and a relaxed atmosphere	那儿没有汽车,也没有沿街吆喝叫卖的小贩,几乎没有世俗之气,充满了慵懒的气氛。	这里没有汽车和叫卖的小贩,也没什么俗艳之气,有的只是一种轻松的气氛。	没有车辆,小商小贩,只有古雅和自由的空气。
cwmt2008	ec-news	en_zh_news_trans	en	zh	By David Challenger	大卫.查林杰	大卫.查理格	大卫.权林格
cwmt2008	ec-news	en_zh_news_trans	en	zh	CNN	有线电视新闻网	美国有线新闻网	CNN
cwmt2008	ec-news	en_zh_news_trans	en	zh	Editor's note: CNN.com's David Challenger journeyed along a stretch of the Silk Road that is inside China.	编者按:cnn.com的大卫•查林杰沿着中国境内丝绸之路的一段旅程。	编者按:CNN.com的大卫•查理格在中国内部的丝绸之路上行了一程。	编辑提示:CNN.com的大卫•权林格在中国国内沿着丝绸之路进行了一次旅行。
cwmt2008	ec-news	en_zh_news_trans	en	zh	This is the first of a five-part travelogue recounting that journey.	这是那段旅程的旅行见闻记录的第一部分,该记录分为五部分。	这是记载该旅行的五部分游记的第一部分。	这是其旅行日志五部分中的第一篇。
cwmt2008	ec-news	en_zh_news_trans	en	zh	(CNN) -- The KCR train sped north through Hong Kong's New Territories, on its way to the city's border town crossing with mainland China.	(有线电视新闻网)九广线快速向北行使,穿过香港新界,一路到达与中国大陆相连的边界城市。	(CNN)--九广铁路的列车向北飞速越过香港新界,驶向香港与大陆交界处的边境城镇。	(CNN)—在九广线上飞驰的列车一路向北,通过香港新界驶向与中国大陆交界处的边境城镇。
cwmt2008	ec-news	en_zh_news_trans	en	zh	The Kowloon Tong to Lo Wu rail journey took just 35 minutes, and after clearing Hong Kong and Chinese mainland immigration, I stepped out into the bustling metropolis of Shenzhen and looked for a taxi to the airport.	从九龙到罗湖铁路只要35分钟,在办理完香港和大陆出入海关的手续之后,来到繁华的都市深圳,我找出租车前往机场。	九龙塘到罗湖行程只用了35分钟,在办理完香港与大陆间的出入境手续之后,我走进了深圳这座繁华的都市,寻找去往机场的出租车。	从九龙到罗湖坐火车只要35分钟,在香港和大陆两方出关之后,我来到了繁华的大都市深圳,打算乘出租车前往飞机场。
