datasource	domain	setid	srclang	trglang	src	ref1	ref2	ref3
cwmt2009	ec-news	en_zh_news_trans	en	zh	For these reasons, says Tobias Leenaert, co-director of Ethical Vegetarian Alternative, a vegetarian nonprofit funded by the regional Flemish government, "it's almost impossible to be against meat reduction. You can argue against vegetarianism, but not against cutting back on meat."	托拜厄斯·利讷特是合乎道德的素食方式主管。该组织是一个由佛兰德区政府资助的素食非盈利组织。出于这些原因,他说:“反对减少肉食几乎是不可能的。你可以反对素食主义,但是不能反对减少肉食。”		基于这些原因,“反对减少肉类生产几乎是不可能的。你可以主张反对素食主义,但是不能反对减少肉类消费”, 托拜厄斯·李纳特说。他是根特地方政府建立的合乎道德的素食方式组织的联合主管。	因为这些原因,合乎道德素食方式组织(一个由当地佛兰芒政府资助成立的非盈利性素食组织)联合董事托拜厄斯·利雷尔特说,“反对肉类减产几乎是不可能的。你可以反对素食主义,但是无法反对减少肉类生产。”
cwmt2009	ec-news	en_zh_news_trans	en	zh	That's a view that is gaining traction among those who hope to reshape meat consumption from an animal rights issue into an environmental and public health one.	这种观点博得了那些希望将肉类消费从一个动物权益问题转变成一个环境和公共卫生问题的人的关注。		这个观点正在引起一些人的注意,他们希望将肉类消费从动物权益问题转化为环境和公共健康问题。	该观点吸引着那些希望将肉类消费从动物权利问题化为环境和公共健康问题的人。
cwmt2009	ec-news	en_zh_news_trans	en	zh	The Johns Hopkins Bloomberg School of Public Health in Baltimore, Maryland, for example, recently spearheaded a "meatless Mondays" campaign, in which it and 28 other public health schools run local outreach programs that promote a meat-free start to the week.	例如,位于马里兰州巴尔的摩市的约翰霍普斯金大学彭博公共卫生学院最近在“无肉星期一”活动中充当了先锋。在该活动中,它和其他28所公共卫生学校实施了那些旨在推广一个无肉的每周开端的地方推广计划。		例如,位于马里兰州巴尔的摩的约翰霍普金森大学彭博公共卫生学院最近率先进行了一场“周一无肉日”运动。在这项运动中,该学院和其他28家公共卫生学院实施当地推广计划,提倡每周从无肉日开始。	比如,位于马里兰州巴尔的摩的约翰霍普金斯大学彭博公共卫生学院最近率先发起了一项“周一无肉”计划,它同其他28个公共卫生学校一起在当地开展了一系列从周一开始无肉的普及活动。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Germany's federal environment agency issued an advisory earlier this year urging Germans to return to prewar norms of eating meats only on special occasions.	今年年初,德国联邦环保署发布了一项报告,敦促各德国人恢复战前仅在特殊场合吃肉的行为标准。	德国的联邦环境署在今年早些时候发布了一份建议书,敦促德国人恢复战前的惯例,只在特殊场合下吃肉。	德国联邦环境署今年早些时候签发了一份倡议,鼓励德国民众回归只在特殊场合吃肉的战前规范。
cwmt2009	ec-news	en_zh_news_trans	en	zh	And Leenaert says that since Ghent's veggie day was launched on May 13, environmental health officers from several other cities — including Sao Paulo, with a population of 13 million, have expressed interest in mimicking the program. 	利讷特说,自从5月13日根特发起素食日以来,包括拥有1300百万人口的圣保罗在内的其它数个城市的环境卫生官员都对模仿该行动表示了兴趣。		而且李纳特说自从根特在5月13日实施素食日之后,其他几个城市的环境健康官员都表示有兴趣效仿这个项目,包括拥有1300万人口的圣保罗。	利雷尔特还说道,自5月13日根特的素食日开始以来,已有包括来自拥有1300万人的圣保罗在内的好几个其他城市的环境健康署官员表达了效仿该活动的意愿。
cwmt2009	ec-news	en_zh_news_trans	en	zh	But instituting such well-intentioned programs can be difficult, as I discovered during a trip to Ghent on its most recent veggie day on May 21.	但是,开展这类善意活动是困难的,就如我在根特的旅行中看到的最近于5月21日举办的素食日那样。	但是开始这样一个善意的活动可能有困难,正如我在5月21日最近这个素食日在根特旅行所发现的。	然而这类善意的活动要开展起来是很困难的,这点我在5月21日即最近一次素食日走访根特时已发现。
cwmt2009	ec-news	en_zh_news_trans	en	zh	While most restaurants owners and residents I spoke to had heard of Veggie Day, few had any plans to embrace the concept.	尽管与我交谈的大多数餐馆主人和居民都听说过素食日,但是,很少有人打算贯彻这一理念。		一方面我交谈过的绝大多数饭店主人和当地居民都听说过素食者日,但是很少有人有计划去自愿接受这个概念。	尽管同我交谈的大多数餐饮业主都听说过素食日,但却只有极少数人有响应这一理念的计划。
cwmt2009	ec-news	en_zh_news_trans	en	zh	A local rib shack, Amadeus, was doing brisk business, and many people openly ate hotdogs on the street.	阿马迪厄斯,一家当地排骨店主,正在忙着做生意。许多人公开地在大街上吃热狗。		当地一家烤小排店阿莫德斯经营可口的食品,而很多人就在大街上公然吃热狗。	一家当地的肋排烧烤店阿玛迪斯仍然生意兴隆,许多人在街上大大方方地吃着热狗。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Wim De Kinder, owner of the upscale Traiteur Grimod delicatessen, said he tried to introduce vegetarian fare two years ago after learning of the environmental cost of livestock production, but he couldn't shift enough product to make it profitable.	维姆·德·金德,是一家名为垂特·格瑞莫得的高档熟食店主。他说,两年前,当听说了牲畜生产的环境成本以后,他曾努力引进素食品种,但是,他未能转化足够的产品来实现盈利。	维姆·德·肯德是这家高消费的熟食店垂特尔·格瑞穆德的老板。他说他两年前在了解了家畜生产的环境成本之后,试图引进素食产品,但是没有足够的产品替换,以使之盈利。	威姆·金德,高级熟食店翠特尔·格瑞莫德店主,说他在听闻家畜产品的环境成本后从2年前就开始尝试推出素食食品,但是无法创造出足够多的产品来保证盈利。
cwmt2009	ec-news	en_zh_news_trans	en	zh	"I can't be expected to make a loss for the sake of principle, however worthy," he says. 	“不管这个原则是多么有价值,我都不可能为了原则而蒙受损失,”他说道。	“不能期望我为了道德标准而亏损,不管这个标准多么有价值,”他说。	“我总不能为了原则甘愿赔钱吧,无论它多有意义,”他说。
cwmt2009	ec-news	en_zh_news_trans	en	zh	And it's clear Ghent still has some way to go in its promotion of a healthy lifestyle, even among the city's enlightened vegetarians.	显然,在促进健康生活方式方面,甚至在该城市比较进步的素食者中,根特仍然仍然需要做出一定努力。	很明显,在推广健康的生活方式方面,根特仍然还有一段路要走,即使是在该市那些开明的素食者中也是如此。	不过根特仍然还有一段路要走,使其健康生活模式得到推广,甚至在城市的开明素食者当中。
cwmt2009	ec-news	en_zh_news_trans	en	zh	"I already follow a vegetarian diet for health reasons," insisted Mareije Vanneck, 29, as she sucked on a cigarette.	“出于健康原因,我已经遵循素食饮食习惯,”马瑞吉·维讷克,29岁,边吸烟边说。	“出于健康原因,我已经遵循一种素食方式,”29岁的玛丽哲·范奈克边吸烟边强调说。	“我已经出于健康原因开始吃素,”29岁的玛瑞杰·范内克强调道,当时她正抽着烟。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Lees Molenschot, a 64-year-old pensioner sitting in a local pub, said he only eats one meal a day, and always without meat, before adding: "I start out with a coffee in the morning, then five or six beers during the day, maybe some Jägermeister, and then at six I make a healthy meal of vegetables in olive oil." 	里斯·莫勒恩斯哥特,64岁,靠养老金生活。他坐在一家当地酒吧里说,他每天只吃一顿饭,而且一直不吃肉。然后,他又补充说:“上午,我先喝一杯咖啡,然后,在白天喝五到六瓶啤酒,也可以喝些野格酒;然后,在六点钟,我用橄榄油做一顿健康的蔬菜饭。”	 64岁的里斯·莫伦舒特已经退休。他坐在当地一家酒馆里,说他每天只吃一餐,而且从不吃肉,并加了一句:“我每天早上起来先喝一杯咖啡,然后每天喝五六杯啤酒,有时候来点猎人啤酒,然后在六点钟我用橄榄油准备一份蔬菜餐。”	坐在当地一家酒吧里的64岁退休老人李斯·莫伦斯科特说,他每天只吃一顿饭,并且经常不吃肉,他还补充道:“我早上起来先喝一杯咖啡,接下来的一天里喝五六瓶啤酒,也许是一些圣鹿利口酒,然后在6点的时候我会吃上一顿用橄榄油烹饪出来的素食餐。”
cwmt2009	ec-news	en_zh_news_trans	en	zh	But Leenaert of Ethical Vegetarian Alternative says that Ghent's public education program is still young.	但是,合乎道德的素食方式组织的利讷特说,根特的公共教育行动仍然处在起步阶段。	但是合乎道德的素食方式组织的李纳特说,根特的公共教育项目时日尚短。	不过合乎道德素食方式组织的利雷尔特说根特的公众教育计划还处于起步阶段。
cwmt2009	ec-news	en_zh_news_trans	en	zh	The city council has yet to mail out the 90,000 leaflets it has printed for residents explaining the global benefits of reducing meat consumption, and Veggie Day is yet to roll out in local schools, which will happen when they reconvene in September.	市议会即将发行其为市民印刷的90000份传单,来解释减少肉消费量的全球利益;九月份,学校开学时,素食日也将在当地各学校全面铺开。		市议会即将邮寄已经印刷的90000份宣传单,向市民解释减少肉类消费所产生的全球利益。而素食者日尚未在本地学校开展,该活动将在9月份新学期时开始。	市议会将要寄出9万份向居民解释减少肉类消费对全球好处的传单,素食日活动也将于学生9月返校时在当地各所学校广泛展开,
cwmt2009	ec-news	en_zh_news_trans	en	zh	He points out that there are historical antecedents for meat-free days, and that it is only recently that people have come to expect meat to be a daily ritual.	他指出,历史上早就有无肉日的先例,只是最近人们才开始希望肉成为日常饮食习惯。	他指出,历史上先人们有无肉日的传统,只是最近人们才将肉食作为每天的惯例。	他指出无肉日是有史可循的,只是近年来大家才养成吃肉的日常饮食习惯的。
cwmt2009	ec-news	en_zh_news_trans	en	zh	For centuries in Catholic Europe, for example, citizens forsook meat on Fridays, fast days and Lent. Leenaert, a committed vegan, says that governments may have to lay down such restrictions in the coming years as more people in the developing world become wealthy enough to eat meat, but room for livestock diminishes.	例如,数百年来,在信奉天主教的欧洲,人们在每个星期五、斋戒日及封斋期摒弃肉食。利讷特是一个虔诚的素食主义者。他说,一方面,越来越多发展中国家的人变得富有,能够吃得起肉;另一方面,饲养牲畜的空间却越来越少,将来政府可能不得不制定此类限制。	例如,在欧洲天主教区,数个世纪以来市民在周五、斋戒日和四旬斋摈弃肉食。李纳特是一个坚定的绝对素食者。他说在今后几年政府可能不得不设定这样的限制,因为发展中国家越来越多的人变得富裕,肉类食品消费越来越多,但是家畜饲养的空间减少了。	例如,数十个世纪以来盛行天主教的欧洲,市民在每周五都会戒除肉食,称为斋戒日和大斋期。利雷尔特,一位虔诚的绝对素食者,称随着发展中国家人民收入的提高,越来越多的人吃得起肉,而留给牲畜的空间越来越小,未来几年政府可能不得不颁布这样的限制令。
cwmt2009	ec-news	en_zh_news_trans	en	zh	He hopes, however, that the joint challenges of feeding the world and tackling climate change can be met without curbs on personal choice: "I have big dreams. I dream not of restrictions, but of a critical mass of enlightened citizens who become vegetarians by choice. Maybe that dream starts here in Ghent." 	然而,他希望,供养全世界及处理气候变化的共同挑战能够通过个人选择来轻松应对:“我有个伟大的梦想。我不是梦想限制,而是梦想众多已成为素食者的文明市民自主做出选择。也许,该梦想始于这里——根特。”	但是,他希望在解决全球温饱和气候变化的双重挑战时,不会限制个人选择:“我有一些伟大的梦想。我的梦想不是限制,而是大量开明的市民自愿选择成为素食者。或许这个梦想会从根特这儿开始。”	然而,他希望,让全世界人民饮食无忧和对抗气候变暖这两大难题能够不通过限制个人选择的方式得以解决:“我有很多远大的梦想。我梦想着不是通过约束,而是大多数开明的市民都能自愿选择成为素食者。也许这个梦想会在根特放飞。”
cwmt2009	ec-news	en_zh_news_trans	en	zh	Official: Car bombing kills 30 in Pakistan	官方表示:巴基斯坦汽车炸弹袭击已造成30人死亡。	官方消息:巴基斯坦汽车爆炸造成30人死亡	官方:巴基斯坦汽车炸弹爆炸死30人
cwmt2009	ec-news	en_zh_news_trans	en	zh	LAHORE, Pakistan – Gunmen detonated a car bomb Wednesday near police and intelligence agency offices that collapsed one building and sheared the walls off others in one of the deadliest attacks in Pakistan this year.	在巴基斯坦拉合尔市,周三持枪歹徒在警察局和情报署附近引爆了一个汽车炸弹,造成一栋建筑倒塌并使周围建筑墙面塌陷,这是今年发生在巴基斯坦的又一起致命袭击。		巴基斯坦拉合尔——周三持枪歹徒在警察局和情报机构附近引爆了汽车炸弹,炸毁一栋建筑物,并炸平了其他建筑物的墙壁,这是今年巴基斯坦最为极端的袭击之一。	拉合尔市,巴基斯坦——周三警察局和情报局附近发生了一起自杀式汽车炸弹爆炸事件,此次袭击是今年巴基斯坦发生的最为严重的爆炸事件之一,一栋建筑被毁,不少围墙坍塌。
cwmt2009	ec-news	en_zh_news_trans	en	zh	About 30 people were killed and at least 250 wounded.	该袭击造成约30人死亡,至少250人受伤。	大约30人死于爆炸,至少250人受伤。	约30人死亡,至少250人受伤。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Interior Minister Rehman Malik said the bombing could be retaliation for the government's military offensive to rout Taliban militants from the northwestern Swat Valley.	内政部长雷曼·马利克说,这可能是对巴基斯坦军方最近清除斯瓦特河谷塔利班激进分子的报复。	内政部长拉曼·马利克说爆炸可能是对政府军在斯瓦特谷西北部击溃塔利班好战者的报复。	内务部长拉赫曼·马立克认为这起爆炸事件可能是对政府军事打击西北斯瓦特河谷塔利班武装的报复。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Lahore, Pakistan's second-largest city, sits near the Indian border and is considered a liberal, cultural capital.	拉合尔市是巴基斯坦的第二大城市,位于与印度的边界处。该市被认为是一座自由开放的文化都市。	拉合尔是巴基斯坦第二大城市,位置接近印度边界,被视为自由和文化之都。	拉合尔,巴基斯坦第二大城市,位于印度边境地区,被认为是一个自由的文化之都。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Assaults there have heightened fears that militancy in nuclear-armed Pakistan is spreading well beyond the northwest region bordering Afghanistan.	那里的袭击加深了人们的恐惧:拥有核武器装备的巴基斯坦的战事正在向该国西北部和阿富汗接壤的地区之外蔓延。		攻击该地区加剧了大家的担忧:在有核武装备的巴基斯坦的交战正扩散到西北地区以外的地方。该地区与阿富汗接壤。	该地遭到袭击加剧了人们的担心:拥有核武器的巴基斯坦的战事正从毗邻阿富汗的西北部地区逐渐漫延开来。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Wednesday's attack was the third major strike in Lahore in recent months.	周三的袭击是最近几个月发生在拉合尔市的第三次重大袭击。		周三发生的袭击事件是最近几个月来在拉合尔地区的第三次重大袭击。	周三的袭击是最近几个月里拉合尔发生的第三起重大袭击事件。
cwmt2009	ec-news	en_zh_news_trans	en	zh	No one immediately claimed responsibility for the latest bombing.	没有任何人立即宣称为最近的这次袭击负责。	目前没有人声称对最近的这次爆炸负责。	目前尚无人宣布对这起新近爆炸事件负责。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Police said two suspects were detained.	警方声称,已经逮捕了两名嫌疑人。	警方说已经逮捕了两名嫌疑犯。	警方表示已有2名犯罪嫌疑人被逮捕。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Raja Riaz, a senior minister in the Punjab provincial government, told reporters about 30 people were killed.	旁遮普省政府高级部长拉嘉·亚慈告诉记者说,大约有30人死亡。	旁遮普省政府高级官员拉杰·瑞兹告诉记者说约有30人死于爆炸。	旁遮普省政府高级部长热加·里亚兹告诉记者大约有30人死亡。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Sajjad Bhutta, another senior government official, told reporters more than 250 people were wounded.	另一位高级官员萨吉德·贝鲁塔则告诉记者说,有250多人受伤。		另一位政府高级官员萨迦德·布塔告诉记者250多人受伤。	另一位高级政府官员萨贾德·布塔对媒体表示超过250人受伤。
cwmt2009	ec-news	en_zh_news_trans	en	zh	A police building collapsed in the blast, and rescuers rushed to free officers buried in the rubble.	爆炸中一栋警方建筑物倒塌,救援者迅速出动,抢救埋在倒塌建筑物中的官员。		一栋警察大楼在爆炸中倒塌,救援人员迅速赶往现场救助被埋在碎石中的官员。	一栋警局建筑在爆炸中被毁,救援人员正全力营救被掩埋在废墟下的警员。
cwmt2009	ec-news	en_zh_news_trans	en	zh	The explosion also sheared the walls off neighboring buildings in a main business district.	爆炸导致该一个主要商业区中的临近建筑物墙面塌陷。	爆炸还摧平了在一个主要商业区内周围建筑物的墙壁。	爆炸还炸塌了某主要商业区内邻近建筑的多堵围墙。
cwmt2009	ec-news	en_zh_news_trans	en	zh	The ceilings of operating rooms in a nearby hospital also collapsed, injuring 20 people.	一家医院手术室的屋顶坍塌,导致20人受伤		附近一家医院手术室的天花板也坍塌了,造成20人受伤。	附近一家医院手术室的天花板也发生了坍塌,20人受伤。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Agents from the Inter-Services Intelligence agency were among the dead, a senior official told The Associated Press on condition of anonymity because he was not authorized to talk to the media.	一位未被授权谈论这起事故的不愿意透露姓名的高级官员告知美联社,情报署内务部的几名特工也在死亡名单之中。		一位高级官员告诉美联社,国内情报局的情报员也在爆炸中死亡。该官员不愿透露姓名,因为他没有得到授权向媒体谈论此事。	死者中有三军情报局的成员,一位不意愿透露姓名的高级官员对美联社称,因为他不是官方授权对媒体发言的人。
cwmt2009	ec-news	en_zh_news_trans	en	zh	"The moment the blast happened, everything went dark in front of my eyes," witness Muhammad Ali said.	“爆炸发生时,我眼前一片漆黑。”目击人穆汗穆德·阿里说。		目击者穆罕默德·阿里说:“当爆炸发生的时候,我眼前一片漆黑。”	“爆炸发生的那一刻,我眼前一切都暗下来了,”目击者穆罕默德·阿里描述道。
cwmt2009	ec-news	en_zh_news_trans	en	zh	"The way the blast happened, then gunfire, it looked as if there was a battle going on."	“爆炸发生,然后是炮火。看起来就像打仗一样。”		“爆炸发生的情形,以及随后的炮火,看起来就像正在进行一场战争。”	“先听到爆炸声,然后就看到炮火,看上去好象是一场战争。”
cwmt2009	ec-news	en_zh_news_trans	en	zh	Sajjad Bhutta, a senior government official in Lahore, told reporters a car carrying several gunmen pulled up on a street between offices of the emergency police and the intelligence agency, Pakistan's premier spy organization.	拉合尔市的一位高级政府官员萨吉德·贝鲁塔告诉记者说,一辆载有数名持枪歹徒的汽车停靠在紧急警察署和情报局之间的街道上。该情报局是巴基斯坦最主要的特务机构。		拉合尔一位高级政府官员萨迦德·布塔告诉记者,一辆载有数名持枪歹徒的汽车停在应急反应警署和巴基斯坦主要特工机构情报署中间的街道上。	拉合尔高级政府官员萨贾德·布塔告诉记者,一辆载有几名持枪分子的汽车冲到了警察局和巴基斯坦前间谍组织情报局大楼之间的一条大街。
cwmt2009	ec-news	en_zh_news_trans	en	zh	"As some people came out from that vehicle and started firing at the ISI office, the guards from inside that building returned fire," he said.	“几个人从车上下来向附近的情报局办公楼开枪射击,大楼里面的卫兵立刻进行还击,”他说。	他说:“当一些人从那汽车上下来之后,开始对ISI办公室射击,楼内的警卫开火回击。”	“当时有几个人从那辆车里出来,并且随后向三军情报局办公室开火,大楼中的守卫紧接着开枪反击,”他描述道。
cwmt2009	ec-news	en_zh_news_trans	en	zh	As the shooting continued, the car exploded, he said.	交火正在进行时,汽车爆炸了,他说道。	他说,随着射击继续,汽车爆炸了。	就在枪战持续的过程中,汽车爆炸了,他说。
cwmt2009	ec-news	en_zh_news_trans	en	zh	Police had little chance to react to the gunshots before the blast.	警察未来得及对爆炸前的枪击交火做出反应。	在爆炸之前,警察几乎没有机会对枪击做出反应。	警察在爆炸前几乎没有机会开枪还击。
cwmt2009	ec-news	en_zh_news_trans	en	zh	"All of a sudden we heard a loud sound and the roof collapsed on us," said Mohammad Rehman, a police official who was wounded and taken to a nearby hospital.	 “突然间,我们听到一声巨响,然后,屋顶就倒向了我们,”一名受伤被送到附近医院的警官穆罕穆德·雷曼说。		“突然,我们听到一声巨响,屋顶坍塌都我们身上,”穆罕默德·莱曼警官说。他在此事件中受伤病被送往附近的医院。	“突然我们听到一声巨响,紧接着屋顶就朝我们砸了下来,”穆罕默德·芮曼说,他是其中一名受伤的警察,被送往附近一家医院。
cwmt2009	ec-news	en_zh_news_trans	en	zh	"First of all though, we heard the sound of gunfire, then the blast occurred."	“我们先听到枪击声,然后爆炸就发生了。”	“开始我们听到了枪声,然后就发生了爆炸。”	“起初,我们听到枪声,然后爆炸就发生了。”
cwmt2009	ec-news	en_zh_news_trans	en	zh	Malik blamed the attack on militants that government forces are fighting in the Swat Valley and the border region where U.S. and other officials believe al-Qaida and Taliban militants are using to plan attacks on Western forces in Afghanistan.	马利克将爆炸归咎于政府军对斯瓦特山谷和边境地区的武装分子的军事进攻,美国和其他政府官员认为基地组织和塔利班激进分子正在策划攻击阿富汗的西方部队。	马利克将爆炸归咎于政府军对斯瓦特山谷和边境地区的武装分子的军事进攻,美国和其他官员认为基地组织和塔利班好战分子在此地区制定袭击在阿富汗的西方军队的计划。	马立克谴责政府部队在斯瓦特河谷和边境地区发动军事进攻,美军和其他政府官员认为基地组织和塔利班武装分子正利用上述地区组织对阿富汗的西方部队发动攻击。
cwmt2009	ec-news	en_zh_news_trans	en	zh	"They are anti-state elements, and after being defeated in Swat, they have moved to our big cities," Malik told the Express news channel.	“他们是反政府分子。在斯瓦特河谷战败后,他们已经转到我们的大城市里面,”马立克告诉快讯电视台记者。		马利克告诉快报新闻频道说:“他们是反政府分子,在斯瓦特谷被击败之后,他们转向我们的大城市。”	“他们都是反政府分子,在斯瓦特受挫后,他们就把苗头转向了我们的大城市,”马立克对美联社新闻频道解释道。
cwmt2009	ec-news	en_zh_news_trans	en	zh	President Asif Ali Zardari condemned the attack and said in a statement the government remained committed to rooting out terrorism.	总统阿西夫·阿里·扎尔达里谴责了这次袭击,并在一次声明中表示政府将继续致力于消灭恐怖主义。		总统阿西夫·阿里·扎尔达里发表声明,谴责袭击事件,并称政府继续致力于根除恐怖主义。	总统阿西夫·阿里·扎尔达里对这起袭击事件表示了谴责并在一份声明中指出政府会继续不遗余力地根除恐怖主义。
cwmt2009	ec-news	en_zh_news_trans	en	zh	The offensive in Swat is seen as a test of the government's resolve to combat the spread of militancy, and is strongly backed by Washington and Pakistan's other Western allies.	这次对斯瓦特的进攻被看做是该国政府决心阻止激进分子扩大而进行的试验,并得到了华盛顿方面和巴斯斯坦其他西方盟友的大力支持。	在斯瓦特的攻击行动被视为政府打击好战精神扩散的决心的测试,受到华盛顿和巴基斯坦其他西方盟友的强烈支持。	在斯瓦特进行的军事打击被认为是政府下决定对抗越演越烈的恐怖袭击的一次尝试,它得到了华盛顿和巴基斯坦其他西方盟友的顶力支持。
